Lijst;PublicatieJaar;LaatsteVersie;taxonlijstgroep;NaamWet;NaamNed;taxongroep;NaamWet_interpretatie;Auteur;NaamNed_interpretatie;KenmerkCode;Kenmerk;KenmerkwaardeCode;Kenmerkwaarde
Jachtdecreet;1991;1;grof wild;Capreolus capreolus;ree;Zoogdieren;Capreolus capreolus;NULL;Ree;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;grof wild;Cervus elaphus;edelhert;Zoogdieren;Cervus elaphus;NULL;Edelhert;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;grof wild;Dama dama;damhert;Zoogdieren;Dama dama;NULL;Damhert;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;grof wild;Ovis musimon;moeflon;Zoogdieren;Ovis aries musimon;NULL;Moeflon;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;grof wild;Sus scrofa;wild zwijn;Zoogdieren;Sus scrofa;NULL;Wild zwijn;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;klein wild;Lepus europaeus;haas;Zoogdieren;Lepus europaeus;NULL;Haas;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;klein wild;Lyrurus tetrix;korhoen;Vogels;Lyrurus tetrix;NULL;Korhoen;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;NB;Niet-bejaagbaar
Jachtdecreet;1991;1;klein wild;Perdix perdix;patrijs;Vogels;Perdix perdix;NULL;Patrijs;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;klein wild;Phasianus colchicus;fazant;Vogels;Phasianus colchicus;NULL;Fazant;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;overig wild;Columba palumbus;houtduif;Vogels;Columba palumbus;NULL;Houtduif;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;overig wild;Felis catus;verwildere kat;Zoogdieren;Felis catus;NULL;Huiskat;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;overig wild;Martes foina;steenmarter;Zoogdieren;Martes foina;NULL;Steenmarter;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;NB;Niet-bejaagbaar
Jachtdecreet;1991;1;overig wild;Martes martes;boommarter;Zoogdieren;Martes martes;NULL;Boommarter;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;NB;Niet-bejaagbaar
Jachtdecreet;1991;1;overig wild;Mustela erminea;hermelijn;Zoogdieren;Mustela erminea;NULL;Hermelijn;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;NB;Niet-bejaagbaar
Jachtdecreet;1991;1;overig wild;Mustela nivalis;wezel;Zoogdieren;Mustela nivalis;NULL;Wezel;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;NB;Niet-bejaagbaar
Jachtdecreet;1991;1;overig wild;Oryctolagus cuniculus;konijn;Zoogdieren;Oryctolagus cuniculus;NULL;Konijn;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;B;Bejaagbaar
Jachtdecreet;1991;1;overig wild;Putorius putorius;bunzing;Zoogdieren;Mustela putorius;NULL;Bunzing;JU;Bejaagbaarheid volgens Jachtuitvoeringsbesluit;NB;Niet-bejaagbaar
