language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,nomenclaturalCode,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,occurrenceRemarks,isMarine,isFreshwater,isTerrestrial
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7b142018a287e0bcd4af825d5841c1fe,"Pantherophis guttatus (Linnaeus, 1766)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2014/2019,Natagora,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7c135fd9079e223ad0ca34d4a62d80ec,"Rhinella marina (Linnaeus, 1758)",Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2010/2019,SOS reptiel,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7e36f4d687be5db219fbfe1840caabad,"Python regius (Shaw, 1802)",Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2010/2020,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7e36f4d687be5db219fbfe1840caabad,"Python regius (Shaw, 1802)",Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,,Natagora,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7fb8eb61b344870fd5c213fb758ced9f,"Chelydra serpentina (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Testudines,Chelydridae,Chelydra,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2018/2018,https://www.hln.be/dieren/brussel-zit-vol-verboden-schildpadden~a117b570/,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:7fb8eb61b344870fd5c213fb758ced9f,"Chelydra serpentina (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Testudines,Chelydridae,Chelydra,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2006/2024,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:8a73e9512915fc9323a66e184153b12d,"Thamnophis sirtalis (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,genus,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2021/2021,Hyla werkgroep,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:8a73e9512915fc9323a66e184153b12d,"Thamnophis sirtalis (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,genus,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2022/2022,Natagora,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:8af8066994b713cf090e576eb71c0ec8,"Elaphe taeniura (Cope, 1861)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Orthriophis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,pet,2006/2024,https://www.natuurpunt.be/nieuws/taiwanese-rattenslang-plant-zich-voort-vlaanderen-20150625 | GBIF-waarnemingen,subspecies taeniura from china (Elaphe taeniura taeniura),FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:8e6f5e68b5029ead23e06386a2ffe6a8,"Pelophylax cf bedriagae (Camerano, 1882)",Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,established,pet,2004/2006,"Holsbeek, G., Mergeay, J., Volckaert, F.A.M. et al. Genetic detection of multiple exotic water frog species in Belgium illustrates the need for monitoring and immediate action. Biol Invasions 12, 1459–1463 (2010). https://doi.org/10.1007/s10530-009-9570-9 | Hyla werkgroep",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:8e6f5e68b5029ead23e06386a2ffe6a8,"Pelophylax cf bedriagae (Camerano, 1882)",Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,widespreadInvasive,pet,2000/2024,"Holsbeek, G., Mergeay, J., Volckaert, F.A.M. et al. Genetic detection of multiple exotic water frog species in Belgium illustrates the need for monitoring and immediate action. Biol Invasions 12, 1459–1463 (2010). https://doi.org/10.1007/s10530-009-9570-9 | Hyla werkgroep | GBIF-waarnemingen",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:8e6f5e68b5029ead23e06386a2ffe6a8,"Pelophylax cf bedriagae (Camerano, 1882)",Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,pet,2020/2020,Natagora,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:8ede2894773606a7de58434a57249916,"Boa (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Boidae,Boa,genus,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2014/2016,Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:9103d24bd38c199b9bfb760a140d9c22,"Lampropeltis getula californiae (Blainville, 1835)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,subspecies,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2014/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:9103d24bd38c199b9bfb760a140d9c22,"Lampropeltis getula californiae (Blainville, 1835)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,subspecies,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,pet,2019/2019,https://lameuse-namur.sudinfo.be/429768/article/2019-08-28/beaumont-les-pompiers-ont-capture-un-serpent,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:93f032ef550764f09f06b824bfe26168,"Pleurodeles waltl Michahelles, 1830",Animalia,Chordata,Amphibia,Urodela,Salamandridae,Pleurodeles,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,landscapeImprovement,2011/2012,https://www.natuurpunt.be/nieuws/spaanse-ribbensalamanders-weggevangen-neeroeteren-20120710,eradicated,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:942b9af8aae3ca69d2016d7960dc6956,"Mauremys reevesii (Gray, 1831)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Mauremys,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2014/2017,SOS reptiel | Vogelbescherming Vlaanderen,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:94ea9f049eededaa180f694e63d1d3b1,"Hemidactylus turcicus (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,casual,,2009/2009,https://rainne.natagora.be/fileadmin/Rainne/Echo_des_rainettes/EDR_septembre_12.pdf,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,"Natrix helvetica Lacépède, 1789",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,established,landscapeImprovement,1996/2024,Own observations | Firsthand accounts,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,"Natrix helvetica Lacépède, 1789",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,established,conservationOrWildlifeManagement,1996/2024,Own observations | Firsthand accounts,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,"Natrix helvetica Lacépède, 1789",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,landscapeImprovement,1968/2024,Hyla werkgroep,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,"Natrix helvetica Lacépède, 1789",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,conservationOrWildlifeManagement,1968/2024,Hyla werkgroep,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:97e0c3c6761da310202ce679ffb02f0e,"Natrix helvetica Lacépède, 1789",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,colonising,contaminantNursery,1968/2024,Hyla werkgroep,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:98508dcb90614aaaa27694fb8811b7f5,"Pogona (Storr, 1982)",Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,genus,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2019/2019,https://www.bruzz.be/videoreeks/dinsdag-6-augustus-2019/video-exotische-hagedis-uit-josaphatpark-krijgt-opvang,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:98508dcb90614aaaa27694fb8811b7f5,"Pogona (Storr, 1982)",Animalia,Chordata,Reptilia,Squamata,Agamidae,Pogona,genus,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2015/2015,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak | Vogelbescherming Vlaanderen",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:9934d40be84374769038fa5ad2b00afe,Chalcides ocellatus (Forskal 1775),Animalia,Chordata,Reptilia,Squamata,Scincidae,Chalcides,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2017/2017,Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:9c2b9edf5a172a0a478508f6222e219d,"Centrochelys sulcata (Miller, 1779)",Animalia,Chordata,Reptilia,Testudines,Testudinidae,Centrochelys,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2017/2017,Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:a2f6659d4f35ebf54be57458b7ff1e3a,"Zamenis longissimus (Laurenti, 1768)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Zamenis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2016/2021,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:a2f6659d4f35ebf54be57458b7ff1e3a,"Zamenis longissimus (Laurenti, 1768)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Zamenis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2016/2021,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:a3bfde56eee7e6b09c5248291b4951d4,"Ambystoma macrodactylum (Baird, 1849)",Animalia,Chordata,Amphibia,Urodela,Ambystomatidae,Ambystoma,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,contaminantNursery,2018/2019,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:a4c9bbe8492ef7ef785100821f0c72ec,"Morelia spilota (Lacépède, 1804)",Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2013/2019,https://nnieuws.be/artikel/tapijtpython-zorgt-voor-paniek-pulle-vrijdagmorgen-gevonden | Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:a62288431e07ca1ed25a5197d12e85aa,"Apalone (Rafinesque, 1832)",Animalia,Chordata,Reptilia,Testudines,Trionychidae,Apalone,genus,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,pet,2017/2020,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:a8227b4300e97b359e0f92eea126b814,"Bombina variegata (Linnaeus, 1758)",Animalia,Chordata,Amphibia,Anura,Bombinatoridae,bombina,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,nativeReintroduced,reproducing,landscapeImprovement,2021/2024,Own observations,extinct species in Flanders,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:a8227b4300e97b359e0f92eea126b814,"Bombina variegata (Linnaeus, 1758)",Animalia,Chordata,Amphibia,Anura,Bombinatoridae,bombina,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,nativeReintroduced,reproducing,pet,2021/2024,Own observations,extinct species in Flanders,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:a8227b4300e97b359e0f92eea126b814,"Bombina variegata (Linnaeus, 1758)",Animalia,Chordata,Amphibia,Anura,Bombinatoridae,bombina,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,nativeReintroduced,reproducing,contaminantNursery,2021/2024,Own observations,extinct species in Flanders,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:a8d22ed9e734acf1498bb6dc78a2dab8,"Pantherophis spiloides (Duméril, Bibron and Duméril, 1854)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2022/2022,SOS reptiel,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:aad6c377da61735b1c5461e877edf03f,"Pachytriton labiatus (Unterstein, 1930)",Animalia,Chordata,Amphibia,Urodela,Salamandridae,Pachytriton,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2001/2007,Hyla databank,,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,"Podarcis siculus (Rafinesque-schmaltz, 1810)",Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,,1998/1998,"Weiserbs A. et Jacob J.-P. 2005. Amphibiens et Reptiles de la Région de Bruxelles-Capitale. Aves et Institut Bruxellois pour la Gestion de l’Environnement, Bruxelles. 107 pages.",,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,"Podarcis siculus (Rafinesque-schmaltz, 1810)",Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,otherTransport,2004/2024,Anonymus (2008). Hagedissen uit meer zuidelijke regio’s van Europa nu ook in Vlaanderen. Hyla flits 2008/3,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,"Podarcis siculus (Rafinesque-schmaltz, 1810)",Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,pet,2004/2024,Anonymus (2008). Hagedissen uit meer zuidelijke regio’s van Europa nu ook in Vlaanderen. Hyla flits 2008/3,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:ae80a81ee4f076c202e981afd3d91ce4,"Podarcis siculus (Rafinesque-schmaltz, 1810)",Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,timberTrade,2004/2024,Anonymus (2008). Hagedissen uit meer zuidelijke regio’s van Europa nu ook in Vlaanderen. Hyla flits 2008/3,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:af911b1a1272da9d074476a58015386f,"Boaedon (Duméril, Bibron and Duméril, 1854)",Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Boaedon,genus,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,containerBulk,2013/2020,SOS reptiel | Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:aff6ade6b4337dc7d013ff4a68cc6844,"Chrysemys picta (Schneider, 1783)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Chrysemys,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2009/2009,"Vanreusel W, Swinnen K, Gielen K, Vercayie D, Driessens G, Veraghtert W, Desmet P, Herremans M (2021). Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium. Version 1.25. Natuurpunt. Occurrence dataset https://doi.org/10.15468/k2aiak",,FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/pnxu4c,INBO,Checklist of alien herpetofauna of Belgium,alien-herpetofauna-belgium:taxon:b2b84c6800419a61f2ee3cfa5e307003,"Terrapene carolina (Linnaeus, 1758)",Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,pet,2012/2012,Vogelbescherming Vlaanderen,,FALSE,FALSE,TRUE
