Lijst,PublicatieJaar,LaatsteVersie,NaamWet,NaamNed,taxongroep,NaamWet_interpretatie,Auteur,NaamNed_interpretatie,KenmerkwaardeCode,Kenmerkwaarde,dwc_language,dwc_license,dwc_rightsHolder,dwc_accessRights,dwc_institutionCode,dwc_datasetName,dwc_ownerInstitutionCode,dwc_taxonRank,dwc_continent,dwc_country,dwc_stateProvince,dwc_countryCode
Subsidiebesluit,2017,1,Aeshna isoceles,Vroege glazenmaker,Libellen,Aeshna isoceles,NULL,Vroege glazenmaker,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Aeshna isoceles,Vroege glazenmaker,Libellen,Aeshna isoceles,NULL,Vroege glazenmaker,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anas clypeata,Slobeend,Vogels,Spatula clypeata,NULL,Slobeend,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anas clypeata,Slobeend,Vogels,Spatula clypeata,NULL,Slobeend,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anas clypeata,Slobeend,Vogels,Spatula clypeata,NULL,Slobeend,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anas querquedula,Zomertaling,Vogels,Anas querquedula,NULL,Zomertaling,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anas querquedula,Zomertaling,Vogels,Anas querquedula,NULL,Zomertaling,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anas querquedula,Zomertaling,Vogels,Anas querquedula,NULL,Zomertaling,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anisus (Disculifer) vorticulus,Platte schijfhoren,Weekdieren,Anisus (Disculifer) vorticulus,NULL,Platte schijfhoren,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anisus (Disculifer) vorticulus,Platte schijfhoren,Weekdieren,Anisus (Disculifer) vorticulus,NULL,Platte schijfhoren,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anisus (Disculifer) vorticulus,Platte schijfhoren,Weekdieren,Anisus (Disculifer) vorticulus,NULL,Platte schijfhoren,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Brachytron pratense,Glassnijder,Libellen,Brachytron pratense,NULL,Glassnijder,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Brachytron pratense,Glassnijder,Libellen,Brachytron pratense,NULL,Glassnijder,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Brachytron pratense,Glassnijder,Libellen,Brachytron pratense,NULL,Glassnijder,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion pulchellum,Variabele waterjuffer,Libellen,Coenagrion pulchellum,NULL,Variabele waterjuffer,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion pulchellum,Variabele waterjuffer,Libellen,Coenagrion pulchellum,NULL,Variabele waterjuffer,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion pulchellum,Variabele waterjuffer,Libellen,Coenagrion pulchellum,NULL,Variabele waterjuffer,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion scitulum,Gaffelwaterjuffer,Libellen,Coenagrion scitulum,NULL,Gaffelwaterjuffer,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion scitulum,Gaffelwaterjuffer,Libellen,Coenagrion scitulum,NULL,Gaffelwaterjuffer,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion scitulum,Gaffelwaterjuffer,Libellen,Coenagrion scitulum,NULL,Gaffelwaterjuffer,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Esox lucius,Snoek,Vissen,Esox lucius,NULL,Snoek,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Esox lucius,Snoek,Vissen,Esox lucius,NULL,Snoek,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Esox lucius,Snoek,Vissen,Esox lucius,NULL,Snoek,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Hyla arborea,Boomkikker,Amfibieën,Hyla arborea,NULL,Boomkikker,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Hyla arborea,Boomkikker,Amfibieën,Hyla arborea,NULL,Boomkikker,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Hyla arborea,Boomkikker,Amfibieën,Hyla arborea,NULL,Boomkikker,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Leucorrhinia pectoralis,Gevlekte witsnuitlibel,Libellen,Leucorrhinia pectoralis,NULL,Gevlekte witsnuitlibel,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Leucorrhinia pectoralis,Gevlekte witsnuitlibel,Libellen,Leucorrhinia pectoralis,NULL,Gevlekte witsnuitlibel,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Leucorrhinia pectoralis,Gevlekte witsnuitlibel,Libellen,Leucorrhinia pectoralis,NULL,Gevlekte witsnuitlibel,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pelobates fuscus,Knoflookpad,Amfibieën,Pelobates fuscus,NULL,Knoflookpad,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pelobates fuscus,Knoflookpad,Amfibieën,Pelobates fuscus,NULL,Knoflookpad,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pelobates fuscus,Knoflookpad,Amfibieën,Pelobates fuscus,NULL,Knoflookpad,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Podiceps nigricollis,Geoorde fuut,Vogels,Podiceps nigricollis,NULL,Geoorde fuut,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Podiceps nigricollis,Geoorde fuut,Vogels,Podiceps nigricollis,NULL,Geoorde fuut,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Podiceps nigricollis,Geoorde fuut,Vogels,Podiceps nigricollis,NULL,Geoorde fuut,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Rhodeus amarus,Bittervoorn,Vissen,Rhodeus amarus,NULL,Bittervoorn,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Rhodeus amarus,Bittervoorn,Vissen,Rhodeus amarus,NULL,Bittervoorn,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Rhodeus amarus,Bittervoorn,Vissen,Rhodeus amarus,NULL,Bittervoorn,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Somatochlora flavomaculata,Gevlekte glanslibel,Libellen,Somatochlora flavomaculata,NULL,Gevlekte glanslibel,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Somatochlora flavomaculata,Gevlekte glanslibel,Libellen,Somatochlora flavomaculata,NULL,Gevlekte glanslibel,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Somatochlora flavomaculata,Gevlekte glanslibel,Libellen,Somatochlora flavomaculata,NULL,Gevlekte glanslibel,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sympetrum depressiusculum,Kempense heidelibel,Libellen,Sympetrum depressiusculum,NULL,Kempense heidelibel,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sympetrum depressiusculum,Kempense heidelibel,Libellen,Sympetrum depressiusculum,NULL,Kempense heidelibel,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Sympetrum depressiusculum,Kempense heidelibel,Libellen,Sympetrum depressiusculum,NULL,Kempense heidelibel,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Tachybaptus ruficollis,Dodaars,Vogels,Tachybaptus ruficollis,NULL,Dodaars,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Tachybaptus ruficollis,Dodaars,Vogels,Tachybaptus ruficollis,NULL,Dodaars,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Tachybaptus ruficollis,Dodaars,Vogels,Tachybaptus ruficollis,NULL,Dodaars,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Tinca tinca,Zeelt,Vissen,Tinca tinca,NULL,Zeelt,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Tinca tinca,Zeelt,Vissen,Tinca tinca,NULL,Zeelt,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
