Lijst,PublicatieJaar,LaatsteVersie,NaamWet,NaamNed,taxongroep,NaamWet_interpretatie,Auteur,NaamNed_interpretatie,KenmerkwaardeCode,Kenmerkwaarde,dwc_language,dwc_license,dwc_rightsHolder,dwc_accessRights,dwc_institutionCode,dwc_datasetName,dwc_ownerInstitutionCode,dwc_taxonRank,dwc_continent,dwc_country,dwc_stateProvince,dwc_countryCode
Subsidiebesluit,2017,1,Tinca tinca,Zeelt,Vissen,Tinca tinca,NULL,Zeelt,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Alytes obstetricans,Vroedmeesterpad,Amfibieën,Alytes obstetricans,"Laurenti, 1768",Vroedmeesterpad,10,ruimen van poelen die groter zijn dan 300 m?,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Alytes obstetricans,Vroedmeesterpad,Amfibieën,Alytes obstetricans,"Laurenti, 1768",Vroedmeesterpad,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Alytes obstetricans,Vroedmeesterpad,Amfibieën,Alytes obstetricans,"Laurenti, 1768",Vroedmeesterpad,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Alytes obstetricans,Vroedmeesterpad,Amfibieën,Alytes obstetricans,"Laurenti, 1768",Vroedmeesterpad,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Alytes obstetricans,Vroedmeesterpad,Amfibieën,Alytes obstetricans,"Laurenti, 1768",Vroedmeesterpad,8,ruimen van poelen die kleiner zijn dan 100 m?,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Alytes obstetricans,Vroedmeesterpad,Amfibieën,Alytes obstetricans,"Laurenti, 1768",Vroedmeesterpad,9,ruimen van poelen die groter zijn dan 100 m? en maximaal 300 m? zijn,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Hyla arborea,Boomkikker,Amfibieën,Hyla arborea,NULL,Boomkikker,10,ruimen van poelen die groter zijn dan 300 m?,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Hyla arborea,Boomkikker,Amfibieën,Hyla arborea,NULL,Boomkikker,8,ruimen van poelen die kleiner zijn dan 100 m?,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Hyla arborea,Boomkikker,Amfibieën,Hyla arborea,NULL,Boomkikker,9,ruimen van poelen die groter zijn dan 100 m? en maximaal 300 m? zijn,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Triturus cristatus,Kamsalamander,Amfibieën,Triturus cristatus,"(Laurenti, 1768)",Kamsalamander,10,ruimen van poelen die groter zijn dan 300 m?,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Triturus cristatus,Kamsalamander,Amfibieën,Triturus cristatus,"(Laurenti, 1768)",Kamsalamander,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Triturus cristatus,Kamsalamander,Amfibieën,Triturus cristatus,"(Laurenti, 1768)",Kamsalamander,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Triturus cristatus,Kamsalamander,Amfibieën,Triturus cristatus,"(Laurenti, 1768)",Kamsalamander,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Triturus cristatus,Kamsalamander,Amfibieën,Triturus cristatus,"(Laurenti, 1768)",Kamsalamander,8,ruimen van poelen die kleiner zijn dan 100 m?,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Triturus cristatus,Kamsalamander,Amfibieën,Triturus cristatus,"(Laurenti, 1768)",Kamsalamander,9,ruimen van poelen die groter zijn dan 100 m? en maximaal 300 m? zijn,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Aeshna juncea,Venglazenmaker,Libellen,Aeshna juncea,NULL,Venglazenmaker,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Aeshna juncea,Venglazenmaker,Libellen,Aeshna juncea,NULL,Venglazenmaker,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Aeshna juncea,Venglazenmaker,Libellen,Aeshna juncea,NULL,Venglazenmaker,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Bufo calamita,Rugstreeppad,Amfibieën,Epidalea calamita,NULL,Rugstreeppad,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Bufo calamita,Rugstreeppad,Amfibieën,Epidalea calamita,NULL,Rugstreeppad,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Bufo calamita,Rugstreeppad,Amfibieën,Epidalea calamita,NULL,Rugstreeppad,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion hastulatum,Speerwaterjuffer,Libellen,Coenagrion hastulatum,NULL,Speerwaterjuffer,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion hastulatum,Speerwaterjuffer,Libellen,Coenagrion hastulatum,NULL,Speerwaterjuffer,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion hastulatum,Speerwaterjuffer,Libellen,Coenagrion hastulatum,NULL,Speerwaterjuffer,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion lunulatum,Maanwaterjuffer,Libellen,Coenagrion lunulatum,NULL,Maanwaterjuffer,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion lunulatum,Maanwaterjuffer,Libellen,Coenagrion lunulatum,NULL,Maanwaterjuffer,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Coenagrion lunulatum,Maanwaterjuffer,Libellen,Coenagrion lunulatum,NULL,Maanwaterjuffer,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Dolomedes fimbriatus,Gerande oeverspin,Spinnen,Dolomedes fimbriatus,NULL,Gerande oeverspin,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Dolomedes fimbriatus,Gerande oeverspin,Spinnen,Dolomedes fimbriatus,NULL,Gerande oeverspin,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Dolomedes fimbriatus,Gerande oeverspin,Spinnen,Dolomedes fimbriatus,NULL,Gerande oeverspin,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Leucorrhinia dubia,Venwitsnuitlibel,Libellen,Leucorrhinia dubia,NULL,Venwitsnuitlibel,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Leucorrhinia dubia,Venwitsnuitlibel,Libellen,Leucorrhinia dubia,NULL,Venwitsnuitlibel,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Leucorrhinia dubia,Venwitsnuitlibel,Libellen,Leucorrhinia dubia,NULL,Venwitsnuitlibel,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Leucorrhinia rubicunda,Noordse witsnuitlibel,Libellen,Leucorrhinia rubicunda,NULL,Noordse witsnuitlibel,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Leucorrhinia rubicunda,Noordse witsnuitlibel,Libellen,Leucorrhinia rubicunda,NULL,Noordse witsnuitlibel,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Leucorrhinia rubicunda,Noordse witsnuitlibel,Libellen,Leucorrhinia rubicunda,NULL,Noordse witsnuitlibel,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pelophylax lessonae,Poelkikker,Amfibieën,Pelophylax lessonae,"(Camerano, 1882)",Poelkikker,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pelophylax lessonae,Poelkikker,Amfibieën,Pelophylax lessonae,"(Camerano, 1882)",Poelkikker,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Pelophylax lessonae,Poelkikker,Amfibieën,Pelophylax lessonae,"(Camerano, 1882)",Poelkikker,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Rana arvalis,Heikikker,Amfibieën,Rana arvalis,NULL,Heikikker,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Rana arvalis,Heikikker,Amfibieën,Rana arvalis,NULL,Heikikker,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Rana arvalis,Heikikker,Amfibieën,Rana arvalis,NULL,Heikikker,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Somatochlora arctica,Hoogveenglanslibel,Libellen,Somatochlora arctica,NULL,Hoogveenglanslibel,11,"traditioneel vijverbeheer kleiner dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Somatochlora arctica,Hoogveenglanslibel,Libellen,Somatochlora arctica,NULL,Hoogveenglanslibel,12,"traditioneel vijverbeheer groter dan 3 ha, met uitsluiting van het ruimen van het slib",en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Somatochlora arctica,Hoogveenglanslibel,Libellen,Somatochlora arctica,NULL,Hoogveenglanslibel,13,maaien bij traditioneel vijverbeheer,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,NULL,Vleermuizen,NULL,NULL,NULL,NULL,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,NULL,Vleermuizen,NULL,NULL,NULL,NULL,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,NULL,Vleermuizen,NULL,NULL,NULL,NULL,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,NULL,Vleermuizen,NULL,NULL,NULL,NULL,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,NULL,Vleermuizen,NULL,NULL,NULL,NULL,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anthus pratensis,Graspieper,Vogels,Anthus pratensis,NULL,Graspieper,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anthus pratensis,Graspieper,Vogels,Anthus pratensis,NULL,Graspieper,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anthus pratensis,Graspieper,Vogels,Anthus pratensis,NULL,Graspieper,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anthus pratensis,Graspieper,Vogels,Anthus pratensis,NULL,Graspieper,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Anthus pratensis,Graspieper,Vogels,Anthus pratensis,NULL,Graspieper,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Athene noctua,Steenuil,Vogels,Athene noctua,NULL,Steenuil,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Athene noctua,Steenuil,Vogels,Athene noctua,NULL,Steenuil,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Athene noctua,Steenuil,Vogels,Athene noctua,NULL,Steenuil,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Athene noctua,Steenuil,Vogels,Athene noctua,NULL,Steenuil,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Athene noctua,Steenuil,Vogels,Athene noctua,NULL,Steenuil,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Cetonia aurata,Gouden tor,Saproxyle kevers,Cetonia aurata,NULL,Gouden tor,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Cetonia aurata,Gouden tor,Saproxyle kevers,Cetonia aurata,NULL,Gouden tor,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Cetonia aurata,Gouden tor,Saproxyle kevers,Cetonia aurata,NULL,Gouden tor,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Cetonia aurata,Gouden tor,Saproxyle kevers,Cetonia aurata,NULL,Gouden tor,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Cetonia aurata,Gouden tor,Saproxyle kevers,Cetonia aurata,NULL,Gouden tor,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Crex crex,Kwartelkoning,Vogels,Crex crex,NULL,Kwartelkoning,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Crex crex,Kwartelkoning,Vogels,Crex crex,NULL,Kwartelkoning,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Crex crex,Kwartelkoning,Vogels,Crex crex,NULL,Kwartelkoning,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Crex crex,Kwartelkoning,Vogels,Crex crex,NULL,Kwartelkoning,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Crex crex,Kwartelkoning,Vogels,Crex crex,NULL,Kwartelkoning,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Emberiza citrinella,Geelgors,Vogels,Emberiza citrinella,NULL,Geelgors,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Emberiza citrinella,Geelgors,Vogels,Emberiza citrinella,NULL,Geelgors,3,onderhoud van kleine landschapselementen: houtkant,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Emberiza citrinella,Geelgors,Vogels,Emberiza citrinella,NULL,Geelgors,4,onderhoud van kleine landschapselementen: knotbomen,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Emberiza citrinella,Geelgors,Vogels,Emberiza citrinella,NULL,Geelgors,5,onderhoud van kale bodem - microschaal,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Emberiza citrinella,Geelgors,Vogels,Emberiza citrinella,NULL,Geelgors,6,gefaseerd maaien omwille van ongewervelden,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
Subsidiebesluit,2017,1,Lanius collurio,Grauwe klauwier,Vogels,Lanius collurio,NULL,Grauwe klauwier,2,onderhoud van kleine landschapselementen: haag,en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,http://www.inbo.be/en/norms-for-data-use,INBO,Subsidiebesluit,INBO,species,Europe,Belgium,Flanders,BE
