Lijst,NaamWet,taxongroep,scientificName,scientificNameAuthorship,vernacularName,KenmerkCode,Kenmerk,KenmerkwaardeCode,Kenmerkwaarde,kingdom
Provinciaal belangrijke soorten - Oost-Vlaanderen,Oenanthe oenanthe,Vogels,Oenanthe oenanthe,NULL,Tapuit,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Oriolus oriolus,Vogels,Oriolus oriolus,NULL,Wielewaal,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Panurus biarmicus,Vogels,Panurus biarmicus,NULL,Baardman,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Parus montanus,Vogels,Poecile montanus,NULL,Matkop,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Passer domesticus,Vogels,Passer domesticus,NULL,Huismus,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Passer montanus,Vogels,Passer montanus,NULL,Ringmus,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Perdix perdix,Vogels,Perdix perdix,NULL,Patrijs,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Pernis apivorus,Vogels,Pernis apivorus,NULL,Wespendief,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Phylloscopus sibilatrix,Vogels,Phylloscopus sibilatrix,NULL,Fluiter,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Platalea leucorodia,Vogels,Platalea leucorodia,NULL,Lepelaar,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Porzana porzana,Vogels,Porzana porzana,NULL,Porseleinhoen,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Recurvirostra avosetta,Vogels,Recurvirostra avosetta,NULL,Kluut,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Saxicola rubetra,Vogels,Saxicola rubetra,NULL,Paapje,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Sterna hirundo,Vogels,Sterna hirundo,NULL,Visdief,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Strix aluco,Vogels,Strix aluco,NULL,Bosuil,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Sylvia communis,Vogels,Sylvia communis,NULL,Grasmus,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Tachybaptus ruficollis,Vogels,Tachybaptus ruficollis,NULL,Dodaars,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Tadorna tadorna,Vogels,Tadorna tadorna,NULL,Bergeend,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Tringa totanus,Vogels,Tringa totanus,NULL,Tureluur,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Vanellus vanellus,Vogels,Vanellus vanellus,NULL,Kievit,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Aglais urticae,Dagvlinders,Aglais urticae,NULL,Kleine vos,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Apatura iris,Dagvlinders,Apatura iris,NULL,Grote weerschijnvlinder,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Aricia agestis,Dagvlinders,Aricia agestis,NULL,Bruin blauwtje,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Callophrys rubi,Dagvlinders,Callophrys rubi,NULL,Groentje,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Pyrgus malvae,Dagvlinders,Pyrgus malvae,NULL,Aardbeivlinder,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Pyronia tithonus,Dagvlinders,Pyronia tithonus,NULL,Oranje zandoogje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Aeshna isoceles,Libellen,Aeshna isoceles,NULL,Vroege glazenmaker,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Coenagrion pulchellum,Libellen,Coenagrion pulchellum,NULL,Variabele waterjuffer,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Cordulegaster boltonii,Libellen,Cordulegaster boltonii,NULL,Gewone bronlibel,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Leucorrhinia dubia,Libellen,Leucorrhinia dubia,NULL,Venwitsnuitlibel,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Leucorrhinia pectoralis,Libellen,Leucorrhinia pectoralis,NULL,Gevlekte witsnuitlibel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Leucorrhinia rubicunda,Libellen,Leucorrhinia rubicunda,NULL,Noordse witsnuitlibel,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Vertigo moulinsiana,Weekdieren,Vertigo moulinsiana,NULL,Zeggenkorfslak,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Euplagia quadripunctaria,Nachtvlinders,Euplagia quadripunctaria,NULL,Spaanse vlag,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Proserpinus proserpina,Nachtvlinders,Proserpinus proserpina,NULL,Teunisbloempijlstaart,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Anas acuta,Vogels,Anas acuta,NULL,Pijlstaart,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Anas crecca,Vogels,Anas crecca,NULL,Wintertaling,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Anser albifrons,Vogels,Anser albifrons,NULL,Kolgans,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Anser anser,Vogels,Anser anser,NULL,Grauwe gans,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Anser serrirostris,Vogels,Anser serrirostris,NULL,Toendrarietgans,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Aythya ferina,Vogels,Aythya ferina,NULL,Tafeleend,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Aythya fuligula,Vogels,Aythya fuligula,NULL,Kuifeend,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Calidris pugnax,Vogels,Calidris pugnax,NULL,Kemphaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Casmerodius albus,Vogels,Ardea alba,NULL,Grote zilverreiger,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Cygnus columbianus,Vogels,Cygnus columbianus,NULL,Kleine zwaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Mareca penelope,Vogels,Mareca penelope,NULL,Smient,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Mareca strepera,Vogels,Mareca strepera,NULL,Krakeend,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Numenius arquata,Vogels,Numenius arquata,NULL,Wulp,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Pluvialis apricaria,Vogels,Pluvialis apricaria,NULL,Goudplevier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Spatula clypeata,Vogels,Spatula clypeata,NULL,Slobeend,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Tadorna tadorna,Vogels,Tadorna tadorna,NULL,Bergeend,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Tringa totanus,Vogels,Tringa totanus,NULL,Tureluur,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Cucujus cinnaberinus,Saproxyle kevers,Cucujus cinnaberinus,NULL,Vermiljoenkever,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Gryllus campestris,Sprinkhanen,Gryllus campestris,NULL,Veldkrekel,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Oost-Vlaanderen,Adoxa moschatellina,Vaatplanten,Adoxa moschatellina,L.,Muskuskruid,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Allium ursinum,Vaatplanten,Allium ursinum,L.,Daslook,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Althaea officinalis,Vaatplanten,Althaea officinalis,L.,Heemst,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Anemone nemorosa,Vaatplanten,Anemone nemorosa,L.,Bosanemoon,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Anthyllis vulneraria,Vaatplanten,Anthyllis vulneraria,L.,Wondklaver,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Apium graveolens,Vaatplanten,Apium graveolens,L.,Selderij,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Apium repens,Vaatplanten,Apium repens,(Jacq.) Lag.,Kruipend moerasscherm,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Arctium tomentosum,Vaatplanten,Arctium tomentosum,Mill.,Donzige klit,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Arum maculatum,Vaatplanten,Arum maculatum,L.,Gevlekte aronskelk,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Briza media,Vaatplanten,Briza media,L.,Bevertjes,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Cardamine amara,Vaatplanten,Cardamine amara,L.,Bittere veldkers,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Carex extensa,Vaatplanten,Carex extensa,Good.,Kwelderzegge,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Carex pendula,Vaatplanten,Carex pendula,Huds.,Hangende zegge,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Carex sylvatica,Vaatplanten,Carex sylvatica,Huds.,Boszegge,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Carex viridula s.l.,Vaatplanten,Carex viridula,s.l.,Dwergzegge groep,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Chrysosplenium alternifolium,Vaatplanten,Chrysosplenium alternifolium,L.,Verspreidbladig goudveil,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Chrysosplenium oppositifolium,Vaatplanten,Chrysosplenium oppositifolium,L.,Paarbladig goudveil,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Cuscuta epithymum,Vaatplanten,Cuscuta epithymum,(L.) L.,Klein warkruid,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Drosera rotundifolia,Vaatplanten,Drosera rotundifolia,L.,Ronde zonnedauw,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Dryopteris cristata,Vaatplanten,Dryopteris cristata,(L.) A. Gray,Kamvaren,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Equisetum telmateia,Vaatplanten,Equisetum telmateia,Ehrh.,Reuzenpaardenstaart,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Erica cinerea,Vaatplanten,Erica cinerea,L.,Rode dophei,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Eriophorum angustifolium,Vaatplanten,Eriophorum angustifolium,Honck.,Veenpluis,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Festuca gigantea,Vaatplanten,Festuca gigantea,(L.) Vill.,Reuzenzwenkgras,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Gagea spathacea,Vaatplanten,Gagea spathacea,(Hayne) Salisb.,Schedegeelster,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Genista pilosa,Vaatplanten,Genista pilosa,L.,Kruipbrem,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Hierochloe odorata,Vaatplanten,Hierochloe odorata,(L.) Beauv.,Veenreukgras,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Hyacinthoides non-scripta,Vaatplanten,Hyacinthoides non-scripta,(L.) Chouard ex Rothm.,Wilde hyacint,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Hydrocharis morsus-ranae,Vaatplanten,Hydrocharis morsus-ranae,L.,Kikkerbeet,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Lathyrus pratensis,Vaatplanten,Lathyrus pratensis,L.,Veldlathyrus,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Liparis loeselii,Vaatplanten,Liparis loeselii,(L.) L.C.M. Rich.,Groenknolorchis,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Listera ovata,Vaatplanten,Listera ovata,(L.) R. Brown,Grote keverorchis,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Lycopodium clavatum,Vaatplanten,Lycopodium clavatum,L.,Grote wolfsklauw,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Menyanthes trifoliata,Vaatplanten,Menyanthes trifoliata,L.,Waterdrieblad,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Mercurialis perennis,Vaatplanten,Mercurialis perennis,L.,Bosbingelkruid,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Moehringia trinervia,Vaatplanten,Moehringia trinervia,(L.) Clairv.,Drienerfmuur,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Neottia nidus-avis,Vaatplanten,Neottia nidus-avis,(L.) L.C.M. Rich.,Vogelnestje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Oenanthe silaifolia,Vaatplanten,Oenanthe silaifolia,Bieb.,Weidekervel-torkruid,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Orobanche hederae,Vaatplanten,Orobanche hederae,Vaucher ex Duby,Klimopbremraap,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Orobanche rapum-genistae,Vaatplanten,Orobanche rapum-genistae,Thuill.,Grote bremraap,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Paris quadrifolia,Vaatplanten,Paris quadrifolia,L.,Eenbes,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Pedicularis sylvatica,Vaatplanten,Pedicularis sylvatica,L.,Heidekartelblad,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Pilularia globulifera,Vaatplanten,Pilularia globulifera,L.,Pilvaren,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Polygala serpyllifolia,Vaatplanten,Polygala serpyllifolia,Hose,Liggende vleugeltjesbloem,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Polygonatum multiflorum,Vaatplanten,Polygonatum multiflorum,(L.) All.,Gewone salomonszegel,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Potamogeton friesii,Vaatplanten,Potamogeton friesii,Rupr.,Puntig fonteinkruid,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Potamogeton gramineus,Vaatplanten,Potamogeton gramineus,L.,Ongelijkbladig fonteinkruid,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Potamogeton lucens,Vaatplanten,Potamogeton lucens,L.,Glanzig fonteinkruid,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Potamogeton perfoliatus,Vaatplanten,Potamogeton perfoliatus,L.,Doorgroeid fonteinkruid,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Potentilla sterilis,Vaatplanten,Potentilla sterilis,(L.) Garcke,Aardbeiganzerik,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Puccinellia fasciculata,Vaatplanten,Puccinellia fasciculata,(Torr.) E.P. Bicknell,Blauw kweldergras,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Rhinanthus minor,Vaatplanten,Rhinanthus minor,L.,Kleine ratelaar,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Oost-Vlaanderen,Rosa arvensis,Vaatplanten,Rosa arvensis,Huds.,Bosroos,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
