Lijst,NaamWet,taxongroep,scientificName,scientificNameAuthorship,vernacularName,KenmerkCode,Kenmerk,KenmerkwaardeCode,Kenmerkwaarde,kingdom
Provinciaal belangrijke soorten - West-Vlaanderen,Limosa limosa,Vogels,Limosa limosa,NULL,Grutto,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Locustella luscinioides,Vogels,Locustella luscinioides,NULL,Snor,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Nycticorax nycticorax,Vogels,Nycticorax nycticorax,NULL,Kwak,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Oenanthe oenanthe,Vogels,Oenanthe oenanthe,NULL,Tapuit,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Perdix perdix,Vogels,Perdix perdix,NULL,Patrijs,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Platalea leucorodia,Vogels,Platalea leucorodia,NULL,Lepelaar,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Porzana porzana,Vogels,Porzana porzana,NULL,Porseleinhoen,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Recurvirostra avosetta,Vogels,Recurvirostra avosetta,NULL,Kluut,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Saxicola rubetra,Vogels,Saxicola rubetra,NULL,Paapje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Sterna albifrons,Vogels,Sternula albifrons,NULL,Dwergstern,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Sterna hirundo,Vogels,Sterna hirundo,NULL,Visdief,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Sterna sandvicensis,Vogels,Thalasseus sandvicensis,NULL,Grote stern,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Tringa totanus,Vogels,Tringa totanus,NULL,Tureluur,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Anthocharis cardamines,Dagvlinders,Anthocharis cardamines,NULL,Oranjetipje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Aphantopus hyperantus,Dagvlinders,Aphantopus hyperantus,NULL,Koevinkje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Aricia agestis,Dagvlinders,Aricia agestis,NULL,Bruin blauwtje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Callophrys rubi,Dagvlinders,Callophrys rubi,NULL,Groentje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Coenonympha pamphilus,Dagvlinders,Coenonympha pamphilus,NULL,Hooibeestje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Hipparchia semele,Dagvlinders,Hipparchia semele,"(Linnaeus, 1758)",Heivlinder,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Issoria lathonia,Dagvlinders,Issoria lathonia,NULL,Kleine parelmoervlinder,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Lasiommata megera,Dagvlinders,Lasiommata megera,NULL,Argusvlinder,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Limenitis camilla,Dagvlinders,Limenitis camilla,NULL,Kleine ijsvogelvlinder,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Lycaena phlaeas,Dagvlinders,Lycaena phlaeas,NULL,Kleine vuurvlinder,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Maniola jurtina,Dagvlinders,Maniola jurtina,NULL,Bruin zandoogje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Ochlodes sylvanus,Dagvlinders,Ochlodes sylvanus,NULL,Groot dikkopje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Polyommatus icarus,Dagvlinders,Polyommatus icarus,NULL,Icarusblauwtje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Pyrgus malvae,Dagvlinders,Pyrgus malvae,NULL,Aardbeivlinder,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Satyrium ilicis,Dagvlinders,Satyrium ilicis,NULL,Bruine eikenpage,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Thecla betulae,Dagvlinders,Thecla betulae,NULL,Sleedoornpage,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Thymelicus lineola,Dagvlinders,Thymelicus lineola,NULL,Zwartsprietdikkopje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Thymelicus sylvestris,Dagvlinders,Thymelicus sylvestris,NULL,Geelsprietdikkopje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Calopteryx splendens,Libellen,Calopteryx splendens,NULL,Weidebeekjuffer,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Coenagrion pulchellum,Libellen,Coenagrion pulchellum,NULL,Variabele waterjuffer,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Cordulia aenea,Libellen,Cordulia aenea,NULL,Smaragdlibel,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Crocothemis erythraea,Libellen,Crocothemis erythraea,NULL,Vuurlibel,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Leucorrhinia dubia,Libellen,Leucorrhinia dubia,NULL,Venwitsnuitlibel,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Libellula quadrimaculata,Libellen,Libellula quadrimaculata,NULL,Viervlek,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Somatochlora metallica,Libellen,Somatochlora metallica,NULL,Metaalglanslibel,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Coccinella magnifica,Lieveheersbeestjes,Coccinella magnifica,NULL,Schitterend lieveheersbeestje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,
Provinciaal belangrijke soorten - West-Vlaanderen,Henosepilachna argus,Lieveheersbeestjes,Henosepilachna argus,NULL,Heggenranklieveheersbeestje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,
Provinciaal belangrijke soorten - West-Vlaanderen,Parexochomus nigromaculatus,Lieveheersbeestjes,Exochomus nigromaculatus,NULL,Zwart lieveheersbeestje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,
Provinciaal belangrijke soorten - West-Vlaanderen,Formica polyctena,Mieren,Formica polyctena,NULL,Kale bosmier,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Formica rufa,Mieren,Formica rufa,NULL,Behaarde bosmier,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Formica rufa x polyctena,Mieren,Formica rufa x polyctena,NULL,Hybride van formica rufa-complex,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Lasius psammophilus,Mieren,Lasius psammophilus,NULL,Buntgrasmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Myrmica specioides,Mieren,Myrmica specioides,NULL,Duinsteekmier,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Tapinoma erraticum,Mieren,Tapinoma erraticum,NULL,Mergeldraaigatje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Anas acuta,Vogels,Anas acuta,NULL,Pijlstaart,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Anas clypeata,Vogels,Spatula clypeata,NULL,Slobeend,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Anas penelope,Vogels,Mareca penelope,NULL,Smient,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Anser albifrons,Vogels,Anser albifrons,NULL,Kolgans,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Anser brachyrhynchus,Vogels,Anser brachyrhynchus,NULL,Kleine rietgans,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Podiceps cristatus,Vogels,Podiceps cristatus,NULL,Fuut,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Anguis fragilis,Reptielen,Anguis fragilis,NULL,Hazelworm,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Zootoca vivipara,Reptielen,Zootoca vivipara,NULL,Levendbarende hagedis,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Chrysochraon dispar,Sprinkhanen,Chrysochraon dispar,NULL,Gouden sprinkhaan,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Gryllotalpa gryllotalpa,Sprinkhanen,Gryllotalpa gryllotalpa,NULL,Veenmol,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Gryllus campestris,Sprinkhanen,Gryllus campestris,NULL,Veldkrekel,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Metrioptera brachyptera,Sprinkhanen,Metrioptera brachyptera,NULL,Heidesabelsprinkhaan,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Oedipoda caerulescens,Sprinkhanen,Oedipoda caerulescens,NULL,Blauwvleugelsprinkhaan,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Platycleis albopunctata,Sprinkhanen,Platycleis albopunctata,NULL,Duinsabelsprinkhaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Roeseliana roeselii,Sprinkhanen,Roeseliana roeselii,NULL,Greppelsprinkhaan,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Stenobothrus stigmaticus,Sprinkhanen,Stenobothrus stigmaticus,NULL,Schavertje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Stethophyma grossum,Sprinkhanen,Stethophyma grossum,NULL,Moerassprinkhaan,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Tetrix ceperoi,Sprinkhanen,Tetrix ceperoi,NULL,Zanddoorntje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - West-Vlaanderen,Achillea ptarmica L.,Vaatplanten,Achillea ptarmica,L.,Wilde bertram,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Alisma gramineum Lej.,Vaatplanten,Alisma gramineum,Lej.,Smalle waterweegbree,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Alisma lanceolatum With.,Vaatplanten,Alisma lanceolatum,With.,Slanke waterweegbree,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Anemone nemorosa L.,Vaatplanten,Anemone nemorosa,L.,Bosanemoon,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Anthyllis vulneraria L.,Vaatplanten,Anthyllis vulneraria,L.,Wondklaver,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Apium graveolens L.,Vaatplanten,Apium graveolens,L.,Selderij,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Apium repens (Jacq.) Lag.,Vaatplanten,Apium repens,(Jacq.) Lag.,Kruipend moerasscherm,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Armeria maritima Willd.,Vaatplanten,Armeria maritima,Willd.,Engels gras,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Artemisia maritima L.,Vaatplanten,Artemisia maritima,L.,Zeealsem,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Atriplex glabriuscula Edmondst.,Vaatplanten,Atriplex glabriuscula,Edmondst.,Kustmelde,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Atriplex laciniata L.,Vaatplanten,Atriplex laciniata,L.,Gelobde melde,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Botrychium lunaria (L.) Swartz,Vaatplanten,Botrychium lunaria,(L.) Swartz,Gelobde maanvaren,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Butomus umbellatus L.,Vaatplanten,Butomus umbellatus,L.,Zwanenbloem,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Calluna vulgaris (L.) Hull,Vaatplanten,Calluna vulgaris,(L.) Hull,Struikhei,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Caltha palustris L.,Vaatplanten,Caltha palustris,L.,Dotterbloem,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Campanula rotundifolia L.,Vaatplanten,Campanula rotundifolia,L.,Grasklokje,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Cardamine amara L.,Vaatplanten,Cardamine amara,L.,Bittere veldkers,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Carduus tenuiflorus Curt.,Vaatplanten,Carduus tenuiflorus,Curt.,Tengere distel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Carex binervis Smith,Vaatplanten,Carex binervis,Smith,Tweenervige zegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Carex divisa Huds.,Vaatplanten,Carex divisa,Huds.,Kustzegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Carex echinata Murray,Vaatplanten,Carex echinata,Murray,Sterzegge,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Carex pendula Huds.,Vaatplanten,Carex pendula,Huds.,Hangende zegge,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Carlina vulgaris L.,Vaatplanten,Carlina vulgaris,L.,Driedistel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Catapodium rigidum (L.) C.E. Hubbard,Vaatplanten,Catapodium rigidum,(L.) C.E. Hubbard,Stijf hardgras,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Centaurea cyanus L.,Vaatplanten,Centaurea cyanus,L.,Korenbloem,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Centunculus minimus L.,Vaatplanten,Centunculus minimus,L.,Dwergbloem,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Chenopodium murale L.,Vaatplanten,Chenopodium murale,L.,Muurganzenvoet,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Chrysosplenium alternifolium L.,Vaatplanten,Chrysosplenium alternifolium,L.,Verspreidbladig goudveil,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Chrysosplenium oppositifolium L.,Vaatplanten,Chrysosplenium oppositifolium,L.,Paarbladig goudveil,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Conopodium majus (Gouan) Loret,Vaatplanten,Conopodium majus,(Gouan) Loret,Franse aardkastanje,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Crepis biennis L.,Vaatplanten,Crepis biennis,L.,Groot streepzaad,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Crithmum maritimum L.,Vaatplanten,Crithmum maritimum,L.,Zeevenkel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Dactylorhiza fuchsii (Druce) Soó,Vaatplanten,Dactylorhiza fuchsii,(Druce) Soó,Bosorchis,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Dactylorhiza incarnata (L.) Soó,Vaatplanten,Dactylorhiza incarnata,(L.) Soó,Vleeskleurige orchis,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Dactylorhiza maculata (L.) Soó,Vaatplanten,Dactylorhiza maculata,(L.) Soó,Gevlekte orchis,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Dactylorhiza majalis (Reichenb.) P.F. Hunt et Summerh.,Vaatplanten,Dactylorhiza majalis,(Reichenb.) P.F. Hunt et Summerh.,Brede orchis,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Dactylorhiza praetermissa (Druce) Soó,Vaatplanten,Dactylorhiza praetermissa,(Druce) Soó,Rietorchis,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Drosera intermedia Hayne,Vaatplanten,Drosera intermedia,Hayne,Kleine zonnedauw,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Drosera rotundifolia L.,Vaatplanten,Drosera rotundifolia,L.,Ronde zonnedauw,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Epipactis palustris (L.) Crantz,Vaatplanten,Epipactis palustris,(L.) Crantz,Moeraswespenorchis,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Equisetum fluviatile L.,Vaatplanten,Equisetum fluviatile,L.,Holpijp,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Equisetum sylvaticum L.,Vaatplanten,Equisetum sylvaticum,L.,Bospaardenstaart,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Equisetum variegatum Schleich.,Vaatplanten,Equisetum variegatum,Schleich.,Bonte paardenstaart,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Erica cinerea L.,Vaatplanten,Erica cinerea,L.,Rode dophei,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Erica tetralix L.,Vaatplanten,Erica tetralix,L.,Gewone dophei,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Eryngium maritimum L.,Vaatplanten,Eryngium maritimum,L.,Blauwe zeedistel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Erysimum cheiri (L.) Crantz,Vaatplanten,Erysimum cheiri,(L.) Crantz,Muurbloem,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Euphrasia,NULL,NULL,NULL,NULL,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Festuca juncifolia St-Amans,Vaatplanten,Festuca juncifolia,St-Amans,Duinzwenkgras,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Fragaria vesca L.,Vaatplanten,Fragaria vesca,L.,Bosaardbei,PBS,Provinciaal belangrijke soorten,SS,Symboolsoort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Fumaria densiflora DC.,Vaatplanten,Fumaria densiflora,DC.,Dichtbloemige duivenkervel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - West-Vlaanderen,Gentianella uliginosa (Willd.) Börner,Vaatplanten,Gentianella uliginosa,(Willd.) Börner,Duingentiaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
