Lijst,NaamWet,taxongroep,scientificName,scientificNameAuthorship,vernacularName,KenmerkCode,Kenmerk,KenmerkwaardeCode,Kenmerkwaarde,kingdom
Provinciaal belangrijke soorten - Vlaams-Brabant,Dolomedes fimbriatus,Spinnen,Dolomedes fimbriatus,NULL,Gerande oeverspin,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Vlaams-Brabant,Gomphocerippus rufus,Sprinkhanen,Gomphocerippus rufus,NULL,Rosse sprinkhaan,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Animalia
Provinciaal belangrijke soorten - Vlaams-Brabant,Gryllus campestris,Sprinkhanen,Gryllus campestris,NULL,Veldkrekel,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Vlaams-Brabant,Pseudochorthippus montanus,Sprinkhanen,Pseudochorthippus montanus,NULL,Zompsprinkhaan,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Animalia
Provinciaal belangrijke soorten - Vlaams-Brabant,Adoxa moschatellina,Vaatplanten,Adoxa moschatellina,L.,Muskuskruid,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Allium ursinum,Vaatplanten,Allium ursinum,L.,Daslook,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Allium vineale,Vaatplanten,Allium vineale,L.,Kraailook,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Anemone nemorosa,Vaatplanten,Anemone nemorosa,L.,Bosanemoon,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Anemone ranunculoides,Vaatplanten,Anemone ranunculoides,L.,Gele anemoon,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Anthyllis vulneraria,Vaatplanten,Anthyllis vulneraria,L.,Wondklaver,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Arum maculatum,Vaatplanten,Arum maculatum,L.,Gevlekte aronskelk,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Blysmus compressus,Vaatplanten,Blysmus compressus,(L.) Panzer ex Link,Platte bies,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Brachypodium sylvaticum,Vaatplanten,Brachypodium sylvaticum,(Huds.) Beauv.,Boskortsteel,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Briza media,Vaatplanten,Briza media,L.,Bevertjes,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Campanula rapunculus,Vaatplanten,Campanula rapunculus,L.,Rapunzelklokje,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Campanula trachelium,Vaatplanten,Campanula trachelium,L.,Ruig klokje,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Cardamine amara,Vaatplanten,Cardamine amara,L.,Bittere veldkers,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carex diandra,Vaatplanten,Carex diandra,Schrank,Ronde zegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carex digitata,Vaatplanten,Carex digitata,L.,Vingerzegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carex flava,Vaatplanten,Carex flava,L.,Gele zegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carex hostiana,Vaatplanten,Carex hostiana,DC.,Blonde zegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carex lepidocarpa,Vaatplanten,Carex lepidocarpa,Tausch,Schubzegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carex pendula,Vaatplanten,Carex pendula,Huds.,Hangende zegge,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carex pilulifera,Vaatplanten,Carex pilulifera,L.,Pilzegge,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carex pulicaris,Vaatplanten,Carex pulicaris,L.,Vlozegge,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carex sylvatica,Vaatplanten,Carex sylvatica,Huds.,Boszegge,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Carlina vulgaris,Vaatplanten,Carlina vulgaris,L.,Driedistel,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Centaurea jacea,Vaatplanten,Centaurea jacea,L.,Knoopkruid s.l.,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Chrysosplenium oppositifolium,Vaatplanten,Chrysosplenium oppositifolium,L.,Paarbladig goudveil,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Cicuta virosa,Vaatplanten,Cicuta virosa,L.,Waterscheerling,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Circaea lutetiana,Vaatplanten,Circaea lutetiana,L.,Groot heksenkruid,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Cirsium dissectum,Vaatplanten,Cirsium dissectum,(L.) Hill,Spaanse ruiter,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Convallaria majalis,Vaatplanten,Convallaria majalis,L.,Lelietje-van-dalen,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Crepis biennis,Vaatplanten,Crepis biennis,L.,Groot streepzaad,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Drosera rotundifolia,Vaatplanten,Drosera rotundifolia,L.,Ronde zonnedauw,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Eleocharis quinqueflora,Vaatplanten,Eleocharis quinqueflora,(F.X. Hartm.) O. Schwartz,Armbloemige waterbies,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Epipactis muelleri,Vaatplanten,Epipactis muelleri,Godf.,Geelgroene wespenorchis,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Equisetum telmateia,Vaatplanten,Equisetum telmateia,Ehrh.,Reuzenpaardenstaart,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Eriophorum angustifolium,Vaatplanten,Eriophorum angustifolium,Honck.,Veenpluis,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Eriophorum latifolium,Vaatplanten,Eriophorum latifolium,Hoppe,Breed wollegras,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Festuca gigantea,Vaatplanten,Festuca gigantea,(L.) Vill.,Reuzenzwenkgras,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Fumaria vaillantii,Vaatplanten,Fumaria vaillantii,Loisel.,Roze duivenkervel,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Gagea spathacea,Vaatplanten,Gagea spathacea,(Hayne) Salisb.,Schedegeelster,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Genista pilosa,Vaatplanten,Genista pilosa,L.,Kruipbrem,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Gentiana pneumonanthe,Vaatplanten,Gentiana pneumonanthe,L.,Klokjesgentiaan,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Gymnadenia conopsea,Vaatplanten,Gymnadenia conopsea,(L.) R. Brown,Grote muggenorchis,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Hieracium lachenalii,Vaatplanten,Hieracium lachenalii,C.C. Gmel.,Dicht havikskruid,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Hieracium lactucella,Vaatplanten,Hieracium lactucella,Wallr.,Spits havikskruid,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Hyacinthoides non-scripta,Vaatplanten,Hyacinthoides non-scripta,(L.) Chouard ex Rothm.,Wilde hyacint,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Hydrocharis morsus-ranae,Vaatplanten,Hydrocharis morsus-ranae,L.,Kikkerbeet,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Hypericum humifusum,Vaatplanten,Hypericum humifusum,L.,Liggend hertshooi,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Hypericum montanum,Vaatplanten,Hypericum montanum,L.,Berghertshooi,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Ilex aquifolium,Vaatplanten,Ilex aquifolium,L.,Hulst,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Juncus capitatus,Vaatplanten,Juncus capitatus,Weigel,Koprus,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Lathyrus linifolius,Vaatplanten,Lathyrus linifolius,(Reichard) Bässler,Knollathyrus,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Lathyrus nissolia,Vaatplanten,Lathyrus nissolia,L.,Graslathyrus,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Lathyrus pratensis,Vaatplanten,Lathyrus pratensis,L.,Veldlathyrus,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Leucanthemum vulgare,Vaatplanten,Leucanthemum vulgare,Lam.,Margriet,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Listera ovata,Vaatplanten,Listera ovata,(L.) R. Brown,Grote keverorchis,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Lonicera periclymenum,Vaatplanten,Lonicera periclymenum,L.,Wilde kamperfoelie,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Luronium natans,Vaatplanten,Luronium natans,(L.) Rafin.,Drijvende waterweegbree,PBS,Provinciaal belangrijke soorten,PS,Prioritaire soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Luzula multiflora,Vaatplanten,Luzula multiflora,(Ehrh.) Lej.,Veelbloemige veldbies,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Luzula pilosa,Vaatplanten,Luzula pilosa,(L.) Willd.,Ruige veldbies,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Luzula sylvatica,Vaatplanten,Luzula sylvatica,(Huds.) Gaudin,Grote veldbies,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Lycopodium clavatum,Vaatplanten,Lycopodium clavatum,L.,Grote wolfsklauw,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
Provinciaal belangrijke soorten - Vlaams-Brabant,Lysimachia nemorum,Vaatplanten,Lysimachia nemorum,L.,Boswederik,PBS,Provinciaal belangrijke soorten,HS,Habitattypische soort,Plantae
