language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,nomenclaturalCode,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source,isMarine,isFreshwater,isTerrestrial
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:48855c1bd5918162569e441183521871,"Reductoniscus costulatus Kesselyák, 1930",Animalia,Arthropoda,Malacostraca,Isopoda,Oniscidae,Reductoniscus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"De Smedt P, Arijs G, Segers S, Boeraeve P (2017) Woodlice of the green houses at Ghent Botanical Garden and Botanic Garden Meise with two new exotic species for Belgium (Isopoda: Oniscidae). Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie, 153: 109-112.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4b5e8c4fe00adae4e59033c31cad9612,"Cryptolaemus montrouzieri Mulsant, 1853",Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cryptolaemus,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,cultivated,biologicalControl,,"Merlin, J., M. Dolmans, D. Gérard, and M. Pasteels. 1992. Analyse des potentialités des coccinelles Exochomus quadripustulatus L. et Cryptolaemus montrouzieri Mulsant et tant qu'auxilliaires dans la lutte contre la cochenille Eupulvinaria hydrangea (Stenw.). Mém.Soc.R.belge Ent. 35:541-547.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4bac617a7274fd47658738252f1ba1dc,Rhyzobius lophantae (Blaisdell),Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Rhyzobius,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,biologicalControl,,"Van den Heuvel, R. 1988. Rhyzobius lophantae (Blaisdell), een nieuwe soort voor de Belgische fauna of een toevallig ingevoerd exemplaar ? (Coleoptera: Coccinellidae). Phegea 16:102.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4bdd5c000296901bd78781f759635b16,"Brachypelma albopilosum Valerio, 1980",Animalia,Arthropoda,Arachnida,,Theraphosidae,Brachypelma,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,containerBulk,1986/,"Van Keer, K. 2007. Exotic spiders (Araneae): Verified reports from Belgium of imported species (1976-2006) and some notes on apparent neozoan invasive species. Nieuwsbrief van de Belgische Arachnologische Verereniging,. 22(2):45-54.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4e2541dec2336eeec3a282c9334ee949,Aleurodothrips fasciapennis (Franklin 1908),Animalia,Arthropoda,Insecta,Thysanoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,"Lock, K. (2006) Belgian Thysanoptera in the collections of the royal belgian institute of natural sciences. Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie 142: 34-37",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4e77e6119bb0e41685890f71f924c11c,Chaetanaphothrips orchidii (Moulton 1907),Animalia,Arthropoda,Insecta,Thysanoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,"Lock, K. (2006) Belgian Thysanoptera in the collections of the royal belgian institute of natural sciences. Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie 142: 34-37",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4edb32d40c8a14a2e86435dbc9a756e0,"Aedes japonicus (Theobald, 1901)",Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,transportStowaway,2002/,Versteirt et al. (2009) Introduction and Establishment of the Exotic Mosquito Species Aedes japonicus japonicus (Diptera: Culicidae) in Belgium. J. Med. Entomol. 46(6): 1464-1467 (2009),FALSE,TRUE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:4f2d6245c6b2a3ef82b1c29080ac3902,"Tapinoma melanocephalum (Fabricius, 1793)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tapinoma,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,established,,,"Dekoninck W, Wegnez P, Espadaler X & Grootaert P, 2006. First record of infestation of the ghost ant Tapinoma melanocephalum (Fabricius, 1793) in Belgium (Hymenoptera, Formicidae) – a new indoor pest problem for the country? Bulletin S.R.B.E./K.B.V.E., 142: 25-28.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:508326799a9dbe6daceb5003f1ccc8b3,"Cacyreus marshalli Butler, 1898",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cacyreus,species,ICZN,ISO_3166-2:BE-BRU,Brussels-Capital Region,BE,present,introduced,casual,contaminantOnPlants,1991/,"paper Tim De Floris; Troukens W 1991. Cacyreus marshalli Butler, 1898 aangetroffen in België (Lepidoptera: Lycaenidae). — Phegea 19: 129–131.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:508326799a9dbe6daceb5003f1ccc8b3,"Cacyreus marshalli Butler, 1898",Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cacyreus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,contaminantOnPlants,,paper Tim De Floris,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:5083ba47ebf4a2aeb5fbebd0f816b379,"Paysandisia archon (Burmeister, 1880)",Animalia,Arthropoda,Insecta,Lepidoptera,Castniidae,Paysandisia,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,contaminantOnPlants,2011/,Troukens W 2012. Een tropische verstekeling uit Mallorca: de palmmot Paysandisia archon (Lepidoptera: Castniidae). — Phegea 40(3): 62. http://uahost.uantwerpen.be/vve/Phegea/2012/Phegea40-3_62.pdf,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:5107aec0a0db6625e1c24c23e99a0fff,Liposcelis bostrychophila,Animalia,Arthropoda,Insecta,Psocoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:524c058deae407e21758048d3d4149fa,Massylaea vermiculata,Animalia,Mollusca,,,Helicidae,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,containerBulk,2014/,"Ronsmans, J. & Van den Neucker T. (2016) A persistent population of the chocolate-band snail Eobania vermiculata (Gastropoda: Helicidae) in Belgium. Belg. J. Zool., 146 (1): 66-68",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:53247b99117567521a949d8026e735b4,"Tuta absoluta (Meyrick, 1917)",Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Tuta,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,contaminantOnPlants,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:5af88cdec41200398f311e61bb98a333,Mastophorus,Animalia,Nematoda,,,,Mastophorus,genus,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,parasitesOnAnimals,2004/,"Dozieres, A., Pisanu, B., Gerriet, O., Lapeyre, C., Stuyck, J. & Cha- ` puis, J.-L. (2010) Macroparasites of Pallas’s squirrels, Callosciurus erythraeus, introduced into Europe. Veterinary Parasitology, 172, 172–176.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:5d5814ec63be19cb1459889d555f1f01,Cochlicella barbara,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,Van Loen et al. 2006 rode lijst,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6216e4d9dc3ae7a225e69e9d93d7984d,"Oecobius navus Blackwall, 1859",Animalia,Arthropoda,Arachnida,,Oecobiidae,Oecobius,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,,1985/,"Van Keer, K. 2007. Exotic spiders (Araneae): Verified reports from Belgium of imported species (1976-2006) and some notes on apparent neozoan invasive species. Nieuwsbrief van de Belgische Arachnologische Vereniging, 22(2):45-54.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:62436bf1183beb101a2dfd7437c71783,Aurantothrips orchidaceus (Bagnall 1909),Animalia,Arthropoda,Insecta,Thysanoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,"Lock, K. (2006) Belgian Thysanoptera in the collections of the royal belgian institute of natural sciences. Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie 142: 34-37",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:62d1568b524d9f9cb99dfcecf9bf2b15,"Hypoponera schauinslandi (Emery, 1899)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Hypoponera,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,,"Dekoninck, W, Maelfait, J-P, Vankerkhoven, F, Baugnée, J-Y, and Grootaert, P, 2006. An update of the clecklist of the Belgian ant fauna with comments on new species for the country (Hymenoptera, Formicidae). Belgian Journal of Entomology 8, 27-41.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:640f75b26b4ac91b8d5ca34a558adf5a,Liposcelis brunnea,Animalia,Arthropoda,Insecta,Psocoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:64432319aeb1c56c7f337e0985555fbc,Amanita inopinata D.A. Reid & Bas,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,species,ICN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,reproducing,,2008/,"Fraiture A, Di Giangregorio M (2013) Amanita inopinata, its ecology and expansion in Europe. Cryptogamie, Mycology 34: 211-222. https://doi.org/10.7872/crym.v34.iss2.2013.211",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:64432319aeb1c56c7f337e0985555fbc,Amanita inopinata D.A. Reid & Bas,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,species,ICN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,reproducing,,,"Fraiture A, Di Giangregorio M (2013) Amanita inopinata, its ecology and expansion in Europe. Cryptogamie, Mycology 34: 211-222. https://doi.org/10.7872/crym.v34.iss2.2013.211",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6583b7ee3aa9491750c83fe208c60bb7,Grimmia elatior Bruch ex Bals.-Criv. & De Not.,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,species,,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,transportationHabitatMaterial,2023/,Raeymaekers & De Beer (2023) De blad- en levermossen van de Japanse Tuin van Hasselt en de eerste waarneming in België van Grimmia elatior. Muscillanea 43: 16-25.,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:67330018311a9fdc2075b24c4fde541f,"Hanseniella caldaria (Hansen, 1903)",Animalia,Arthropoda,Symphyla,,Scutigerellidae,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,"Lock, K. (2009) Symphyla of Belgium. Entomologie faunistique – Faunistic Entomology 2010 (2009) 62 (1), 25-27",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:69026a56e42fa41725789b1f832d09ed,"Euborellia annulipes (Dohrn, 1864)",Animalia,Arthropoda,Insecta,Dermaptera,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Lock, K. (2016) Bulletin de la Société royale belge d’Entomologie/Bulletin van de Koninklijke Belgische Vereniging voor Entomologie, 152 (2016): 22-24",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:699905a4bec8de2d677240f1ba1ab73c,Varroa jacobsoni,Animalia,Arthropoda,Arachnida,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:69e7b4c6116f93ea9122a68edc53bc4e,"Dolichoplana signata Graff, 1899",Animalia,Platyhelminthes,,Tricladida,Geoplanidae,Dolichoplana,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,captive,contaminantNursery,,Tom Van den Neucker,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6ace4f4bb6441dcd4d979df6325d1892,"Hypoponera punctatissima (Roger, 1859)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Hypoponera,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,,"http://www.formicidae-atlas.be | Dekoninck et al 2012 ATLAS België | Boer P, Blommaart J, Huijbregts H, van Nunen F, and Vorst O, 2006. De compostmier Hypoponera punctatissima in het vrije veld. Entomologische Berichten Amsterdam 66(2), 56-57.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6b55ee7cd04dbbc71b04f89d78270b35,"Plexippus paykulli (Audouin, 1826)",Animalia,Arthropoda,Arachnida,,Salticidae,Plexippus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,containerBulk,2001/,"Van Keer, K. 2007. Exotic spiders (Araneae): Verified reports from Belgium of imported species (1976-2006) and some notes on apparent neozoan invasive species. Nieuwsbrief van de Belgische Arachnologische Vereniging, 22(2):45-54.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6c1816c0602c00c997f8a5c2e122f794,"Tupiocoris rhododendri (Dolling, 1972)",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Tupiocoris,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,,2007/,Aukema et al. 2007 Bull Soc Roy Ent,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6cdf6abf6caf98b7f2d8228cc3ad99f7,Dreissena rostriformis bugensis,Animalia,Mollusca,,,,,subspecies,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,"Sablon et al., 2010",,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6d9eac590ac3de9e2e6ef6c11a8a5c7e,"Meloidogyne artiellia Franklin, 1961",Animalia,Nematoda,,Tylenchida,Meloidogynidae,Meloidogyne,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,,,,"Vandamme N, Waeyenberge L, Viaene N (2013) First report of the root-knot nematode Meloidogyne artiellia in Belgium. Plant Disease 97: 152. https://doi.org/10.1094/PDIS-08-12-0720-PDN",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6d9eac590ac3de9e2e6ef6c11a8a5c7e,"Meloidogyne artiellia Franklin, 1961",Animalia,Nematoda,,Tylenchida,Meloidogynidae,Meloidogyne,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,,contaminantNursery,,https://doi.org/10.1094/PDIS-08-12-0720-PDN,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6d9eac590ac3de9e2e6ef6c11a8a5c7e,"Meloidogyne artiellia Franklin, 1961",Animalia,Nematoda,,Tylenchida,Meloidogynidae,Meloidogyne,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,,contaminantOnPlants,,https://doi.org/10.1094/PDIS-08-12-0720-PDN,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6db09d1012865d0431fd9467f757ae9f,Lepinotus patruelis,Animalia,Arthropoda,Insecta,Psocoptera,,,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6e03c46a977ea6811bbca90d01a92bb6,"Yersinella raymondii (Yersin, 1860)",Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Yersinella,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,2012/,pers. comm. Floris Verhaeghe,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:6e410f3380f2cfc7068101333e9b5d00,Balanus improvisus,Animalia,Mollusca,,,,,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,,,Kerckhof_2002_BulletinKBIN,,,
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:707a067a21bc7b940940d58534893425,"Latrodectus mactans (Fabricius, 1775)",Animalia,Arthropoda,Arachnida,,Theridiidae,Latrodectus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,transported,containerBulk,1967/,"Benoit, P.L.G. 1968. La présence en Belgique d'araignées vénimeuses du genre Latrodectus Walck. Africa Tervuren XIV.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:707a067a21bc7b940940d58534893425,"Latrodectus mactans (Fabricius, 1775)",Animalia,Arthropoda,Arachnida,,Theridiidae,Latrodectus,species,ICZN,ISO_3166-2:BE-WAL,Walloon Region,BE,present,introduced,transported,containerBulk,1996/,"Van Keer, K. 2007. Exotic spiders (Araneae): Verified reports from Belgium of imported species (1976-2006) and some notes on apparent neozoan invasive species. Nieuwsbrief van de Belgische Arachnologische Vereniging, 22(2):45-54.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:718ac229a5940fb707b108c5e188dfcb,"Terapon jarbua (Forsskål, 1775)",Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae,Terapon,species,ICN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,,pet,,"Breine J.J., Van den Bergh E., Terrie T., Lambeens I., Maes Y., Galle L., Verreycken H. (2019). First record of the target fish, Terapon jarbua (Forsskål, 1775) in the Zeeschelde, Belgium. Estuarine, Coastal and Shelf Science 222:151-153.",TRUE,TRUE,FALSE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:719161a196f8f1ebf2d83912e20d210d,Mermessus denticulatus (Banks 1898),Animalia,Arthropoda,Arachnida,,Linyphiidae,Mermessus,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,casual,,1997/,"Bosmans, R. & Vanuytven, H. 1998. Eperigone eschatologica een Amerikaanse immigrant in West-Europa (Araneae, Erigonidae). Nieuwsbrief van de Belgische Arachnologische Vereniging, 13(1):15-16.",FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:73b5add7de9b055b15905ae42e47637a,"Coleosoma floridanum Banks, 1900",Animalia,Arthropoda,Arachnida,,Theridiidae,Coleosoma,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,reproducing,,2014/,ARABEL exotendatabank (2018-08-10),FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:73ea2c71df8bc15f9173f693e5197a82,"Plagiolepis pygmaea (Latreille, 1798)",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Plagiolepis,species,ICZN,ISO_3166-2:BE,Belgium,BE,present,introduced,casual,,,,FALSE,FALSE,TRUE
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,https://doi.org/10.15468/3pmlxs,INBO,Ad hoc checklist of alien species in Belgium,ad-hoc-checklist:taxon:7436a78b866499d58324df221e4ec344,"Macaroeris nidicolens (Walckenaer, 1802)",Animalia,Arthropoda,Arachnida,,Salticidae,Macaroeris,species,ICZN,ISO_3166-2:BE-VLG,Flemish Region,BE,present,introduced,established,,2006/,"Van Keer, K., De Koninck, H., Vanuytven, H. & Van Keer, J. 2006. Some -mostly southern European- spider species (Araneae), new or rare to the Belgian fauna, found in the city of Antwerp. Nieuwsbrief van de Belgische Arachnologische Vereniging, 21(2):33-40.",FALSE,FALSE,TRUE
