Lijst;PublicatieJaar;LaatsteVersie;taxonlijstgroep;NaamWet;NaamNed;taxongroep;NaamWet_interpretatie;Auteur;NaamNed_interpretatie;KenmerkCode;Kenmerk;KenmerkwaardeCode;Kenmerkwaarde
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Himantopus himantopus;Steltkluut;Vogels;Himantopus himantopus;NULL;Steltkluut;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Hirundo rustica;Boerenzwaluw;Vogels;Hirundo rustica;NULL;Boerenzwaluw;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Ichtyaetus melanocephalus;Zwartkopmeeuw;Vogels;Ichthyaetus melanocephalus;NULL;Zwartkopmeeuw;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Ixobrychus minutus;Woudaap;Vogels;Ixobrychus minutus;NULL;Woudaap;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Leiopicus medius;Middelste bonte specht;Vogels;Dendrocoptes medius;NULL;Middelste bonte specht;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Limosa limosa;Grutto;Vogels;Limosa limosa;NULL;Grutto;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Lullula arborea;Boomleeuwerik;Vogels;Lullula arborea;NULL;Boomleeuwerik;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Luscinia megarhynchos;Nachtegaal;Vogels;Luscinia megarhynchos;NULL;Nachtegaal;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Oenanthe oenanthe;Tapuit;Vogels;Oenanthe oenanthe;NULL;Tapuit;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Oriolus oriolus;Wielewaal;Vogels;Oriolus oriolus;NULL;Wielewaal;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Parus montanus;Matkop;Vogels;Poecile montanus;NULL;Matkop;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Passer domesticus;Huismus;Vogels;Passer domesticus;NULL;Huismus;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Passer montanus;Ringmus;Vogels;Passer montanus;NULL;Ringmus;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Perdix perdix;Patrijs;Vogels;Perdix perdix;NULL;Patrijs;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Pernis apivorus;Wespendief;Vogels;Pernis apivorus;NULL;Wespendief;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Phylloscopus sibilatrix;Fluiter;Vogels;Phylloscopus sibilatrix;NULL;Fluiter;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Platalea leucorodia;Lepelaar;Vogels;Platalea leucorodia;NULL;Lepelaar;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Porzana porzana;Porseleinhoen;Vogels;Porzana porzana;NULL;Porseleinhoen;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Recurvirostra avosetta;Kluut;Vogels;Recurvirostra avosetta;NULL;Kluut;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Saxicola rubetra;Paapje;Vogels;Saxicola rubetra;NULL;Paapje;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Sterna hirundo;Visdief;Vogels;Sterna hirundo;NULL;Visdief;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Sternula albifrons;Dwergstern;Vogels;Sternula albifrons;NULL;Dwergstern;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Streptopelia turtur;Zomertortel;Vogels;Streptopelia turtur;NULL;Zomertortel;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Sylvia curruca;Braamsluiper;Vogels;Sylvia curruca;NULL;Braamsluiper;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Tadorna tadorna;Bergeend;Vogels;Tadorna tadorna;NULL;Bergeend;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Thalasseus sandvicensis;Grote stern;Vogels;Thalasseus sandvicensis;NULL;Grote stern;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Tringa totanus;Tureluur;Vogels;Tringa totanus;NULL;Tureluur;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Broedvogels;Vanellus vanellus;Kievit;Vogels;Vanellus vanellus;NULL;Kievit;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Dagvlinders;Apatura iris;Grote weerschijnvlinder;Dagvlinders;Apatura iris;NULL;Grote weerschijnvlinder;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Dagvlinders;Callophrys rubi;Groentje;Dagvlinders;Callophrys rubi;NULL;Groentje;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Dagvlinders;Hipparchia semele;Heivlinder;Dagvlinders;Hipparchia semele;(Linnaeus, 1758);Heivlinder;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Dagvlinders;Lasiommata megera;Argusvlinder;Dagvlinders;Lasiommata megera;NULL;Argusvlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Dagvlinders;Pyrgus malvae;Aardbeivlinder;Dagvlinders;Pyrgus malvae;NULL;Aardbeivlinder;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Dagvlinders;Pyronia tithonus;Oranje zandoogje;Dagvlinders;Pyronia tithonus;NULL;Oranje zandoogje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Dagvlinders;Thymelicus lineola;Zwartsprietdikkopje;Dagvlinders;Thymelicus lineola;NULL;Zwartsprietdikkopje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Libellen;Aeshna isoceles;Vroege glazenmaker;Libellen;Aeshna isoceles;NULL;Vroege glazenmaker;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Libellen;Coenagrion pulchellum;Variabele waterjuffer;Libellen;Coenagrion pulchellum;NULL;Variabele waterjuffer;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Libellen;Coenagrion scitulum;Gaffelwaterjuffer;Libellen;Coenagrion scitulum;NULL;Gaffelwaterjuffer;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Libellen;Leucorrhinia dubia;Venwitsnuitlibel;Libellen;Leucorrhinia dubia;NULL;Venwitsnuitlibel;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Libellen;Leucorrhinia rubicunda;Noordse witsnuitlibel;Libellen;Leucorrhinia rubicunda;NULL;Noordse witsnuitlibel;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Mollusken;Vertigo angustior;Nauwe korfslak;Weekdieren;Vertigo angustior;NULL;Nauwe korfslak;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Mollusken;Vertigo moulinsiana;Zeggenkorfslak;Weekdieren;Vertigo moulinsiana;NULL;Zeggenkorfslak;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Nachtvlinders;Euplagia quadripunctaria;Spaanse vlag;Nachtvlinders;Euplagia quadripunctaria;NULL;Spaanse vlag;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Nachtvlinders;Proserpinus proserpina;Teunisbloempijlstaart;Nachtvlinders;Proserpinus proserpina;NULL;Teunisbloempijlstaart;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Anas acuta;Pijlstaart;Vogels;Anas acuta;NULL;Pijlstaart;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Anas crecca;Wintertaling;Vogels;Anas crecca;NULL;Wintertaling;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Anser albifrons;Kolgans;Vogels;Anser albifrons;NULL;Kolgans;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Anser anser;Grauwe gans;Vogels;Anser anser;NULL;Grauwe gans;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Anser brachyrhynchus;Kleine rietgans;Vogels;Anser brachyrhynchus;NULL;Kleine rietgans;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Anser serrirostris;Toendrarietgans;Vogels;Anser serrirostris;NULL;Toendrarietgans;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Arenaria interpres;Steenloper;Vogels;Arenaria interpres;NULL;Steenloper;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Aythya ferina;Tafeleend;Vogels;Aythya ferina;NULL;Tafeleend;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Aythya fuligula;Kuifeend;Vogels;Aythya fuligula;NULL;Kuifeend;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Calidris pugnax;Kemphaan;Vogels;Calidris pugnax;NULL;Kemphaan;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Casmerodius albus;Grote zilverreiger;Vogels;Ardea alba;NULL;Grote zilverreiger;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Cygnus columbianus;Kleine zwaan;Vogels;Cygnus columbianus;NULL;Kleine zwaan;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Haematopus ostralegus;Scholekster;Vogels;Haematopus ostralegus;NULL;Scholekster;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Mareca penelope;Smient;Vogels;Mareca penelope;NULL;Smient;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Mareca strepera;Krakeend;Vogels;Mareca strepera;NULL;Krakeend;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Numenius arquata;Wulp;Vogels;Numenius arquata;NULL;Wulp;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Pluvialis apricaria;Goudplevier;Vogels;Pluvialis apricaria;NULL;Goudplevier;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Recurvirostra avosetta;Kluut;Vogels;Recurvirostra avosetta;NULL;Kluut;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Spatula clypeata;Slobeend;Vogels;Spatula clypeata;NULL;Slobeend;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Tadorna tadorna;Bergeend;Vogels;Tadorna tadorna;NULL;Bergeend;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Tringa totanus;Tureluur;Vogels;Tringa totanus;NULL;Tureluur;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Overwinterende watervogels;Vanellus vanellus;Kievit;Vogels;Vanellus vanellus;NULL;Kievit;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Saproxyle bladsprietkevers;Cucujus cinnaberinus;Vermiljoenkever;Saproxyle kevers;Cucujus cinnaberinus;NULL;Vermiljoenkever;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Sprinkhanen;Gryllus campestris;Veldkrekel;Sprinkhanen;Gryllus campestris;NULL;Veldkrekel;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Sprinkhanen;Platycleis albopunctata;Duinsabelsprinkhaan;Sprinkhanen;Platycleis albopunctata;NULL;Duinsabelsprinkhaan;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Sprinkhanen;Stenobothrus stigmaticus;Schavertje;Sprinkhanen;Stenobothrus stigmaticus;NULL;Schavertje;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Ammophila arenaria;Helm;Vaatplanten;Ammophila arenaria;(L.) Link;Helm;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Anagallis tenella;Teer guichelheil;Vaatplanten;Anagallis tenella;(L.) L.;Teer guichelheil;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Anthyllis vulneraria;Wondklaver;Vaatplanten;Anthyllis vulneraria;L.;Wondklaver;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Apium graveolens;Selderij;Vaatplanten;Apium graveolens;L.;Selderij;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Apium repens;Kruipend moerasscherm;Vaatplanten;Apium repens;(Jacq.) Lag.;Kruipend moerasscherm;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Artemisia maritima;Zeealsem;Vaatplanten;Artemisia maritima;L.;Zeealsem;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Asperula cynanchica;Kalkbedstro;Vaatplanten;Asperula cynanchica;L.;Kalkbedstro;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Aster tripolium;Zulte;Vaatplanten;Aster tripolium;L.;Zulte;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Atriplex glabriuscula;Kustmelde;Vaatplanten;Atriplex glabriuscula;Edmondst.;Kustmelde;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Atriplex laciniata;Gelobde melde;Vaatplanten;Atriplex laciniata;L.;Gelobde melde;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Atriplex littoralis;Strandmelde;Vaatplanten;Atriplex littoralis;L.;Strandmelde;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Avenula pubescens;Zachte haver;Vaatplanten;Avenula pubescens;(Huds.) Dum.;Zachte haver;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Beta vulgaris subsp. Maritima;Strandbiet;Vaatplanten;Beta vulgaris subsp. maritima;(L.) Arcang.;Strandbiet;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Blysmus compressus;Platte bies;Vaatplanten;Blysmus compressus;(L.) Panzer ex Link;Platte bies;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Botrychium lunaria;Gelobde maanvaren;Vaatplanten;Botrychium lunaria;(L.) Swartz;Gelobde maanvaren;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Briza media;Bevertjes;Vaatplanten;Briza media;L.;Bevertjes;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Bromus hordeaceus subsp. Thominei;Duindravik;Vaatplanten;Bromus hordeaceus L. subsp. thominei;(Hardouin) Br.-Bl.;Duindravik;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Bupleurum tenuissimum;Fijn goudscherm;Vaatplanten;Bupleurum tenuissimum;L.;Fijn goudscherm;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Cakile maritima;Zeeraket;Vaatplanten;Cakile maritima;Scop.;Zeeraket;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Calystegia soldanella;Zeewinde;Vaatplanten;Calystegia soldanella;(L.) R. Brown;Zeewinde;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Carex binervis;Tweenervige zegge;Vaatplanten;Carex binervis;Smith;Tweenervige zegge;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Carex distans;Zilte zegge;Vaatplanten;Carex distans;L.;Zilte zegge;PBS;Provinciaal belangrijke soorten;HS;Habitattypische soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Carex divisa;Kustzegge;Vaatplanten;Carex divisa;Huds.;Kustzegge;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
Provinciaal belangrijke soorten - West-Vlaanderen;2021;1;Vaatplanten;Carex extensa;Kwelderzegge;Vaatplanten;Carex extensa;Good.;Kwelderzegge;PBS;Provinciaal belangrijke soorten;PS;Prioritaire soort
