taxonID,vernacularName,references,license,datasetID,scientificName,order,phylum,kingdom,genus,class,family,occurrenceRemarks,eventDate,source,locality,countryCode,locationID,threatStatus,establishmentMeans,status
INBO_RL_BUT_1996_VAL_19,Hooibeestje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Coenonympha pamphilus (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Coenonympha,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_2,Kleine vos,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Aglais urticae (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Aglais,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_20,Veenhooibeestje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Coenonympha tullia MÃ¼ller, 1764",Lepidoptera,Arthropoda,Animalia,Coenonympha,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BUT_1996_VAL_21,Oranje luzernevlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Colias croceus (Geoffroy, 1785)",Lepidoptera,Arthropoda,Animalia,Colias,Insecta,Pieridae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Niet geëvalueerd,native,Niet geëvalueerd
INBO_RL_BUT_1996_VAL_22,Gele luzernevlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Colias hyale (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Colias,Insecta,Pieridae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Niet geëvalueerd,native,Niet geëvalueerd
INBO_RL_BUT_1996_VAL_23,Dwergblauwtje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Cupido minimus FÃ¼ssly, 1775",Lepidoptera,Arthropoda,Animalia,Cupido,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BUT_1996_VAL_24,Klaverblauwtje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Polyommatus semiargus (Rottemburg, 1775)",Lepidoptera,Arthropoda,Animalia,Cyaniris,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BUT_1996_VAL_25,Bruin dikkopje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Erynnis tages (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Erynnis,Insecta,Hesperiidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_26,Moerasparelmoervlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Euphydryas aurinia (Rottemburg, 1775)",Lepidoptera,Arthropoda,Animalia,Euphydryas,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_27,Eikenpage,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Neozephyrus quercus (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Quercusia,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_28,Citroenvlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Gonepteryx rhamni (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Gonepteryx,Insecta,Pieridae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_29,Kommavlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Hesperia comma Linnaeus, 1758",Lepidoptera,Arthropoda,Animalia,Hesperia,Insecta,Hesperiidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Endangered (EN),native,Endangered (EN)
INBO_RL_BUT_1996_VAL_3,Oranjetipje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Anthocharis cardamines (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Anthocharis,Insecta,Pieridae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_30,Spiegeldikkopje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Heteropterus morpheus (Pallas, 1771)",Lepidoptera,Arthropoda,Animalia,Heteropterus,Insecta,Hesperiidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BUT_1996_VAL_31,Heivlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Hipparchia semele Linnaeus, 1758",Lepidoptera,Arthropoda,Animalia,Hipparchia,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native,Vulnerable (VU)
INBO_RL_BUT_1996_VAL_32,Kleine heivlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Hipparchia statilinus Hufnagel, 1766",Lepidoptera,Arthropoda,Animalia,Hipparchia,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_33,Kleine parelmoervlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Issoria lathonia (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Issoria,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BUT_1996_VAL_34,Argusvlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Lasiommata megera (Linnaeus, 1767)",Lepidoptera,Arthropoda,Animalia,Pararge,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_35,Boswitje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Leptidea sinapis (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Leptidea,Insecta,Pieridae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BUT_1996_VAL_36,Kleine ijsvogelvlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,Nymphalidae,Lepidoptera,Arthropoda,Animalia,,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native,Vulnerable (VU)
INBO_RL_BUT_1996_VAL_37,Grote ijsvogelvlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Limenitis populi (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Limenitis,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_38,Kleine vuurvlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Lycaena phlaeas (Linnaeus, 1761)",Lepidoptera,Arthropoda,Animalia,Lycaena,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_39,Bruine vuurvlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Lycaena tityrus (Poda, 1761)",Lepidoptera,Arthropoda,Animalia,Loweia,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BUT_1996_VAL_4,Grote weerschijnvlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Apatura iris (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Apatura,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Endangered (EN),native,Endangered (EN)
INBO_RL_BUT_1996_VAL_40,Bruin zandoogje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Maniola jurtina (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Maniola,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_41,Dambordje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Melanargia galathea Linnaeus, 1758",Lepidoptera,Arthropoda,Animalia,Melanargia,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BUT_1996_VAL_42,Bosparelmoervlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,Melitaea athalia Wachtelweizen-Scheckenfalter,Lepidoptera,Arthropoda,Animalia,Melitaea,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_43,Veldparelmoervlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Melitaea cinxia Linnaeus, 1758",Lepidoptera,Arthropoda,Animalia,Melitaea,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BUT_1996_VAL_44,Woudparelmoervlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Melitaea diamina (Lang, 1789)",Lepidoptera,Arthropoda,Animalia,Melitaea,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_45,Rouwmantel,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Nymphalis antiopa (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Nymphalis,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_46,Grote vos,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Nymphalis polychloros (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Nymphalis,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Endangered (EN),native,Endangered (EN)
INBO_RL_BUT_1996_VAL_47,Groot dikkopje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Ochlodes venata (Bremer & Grey, 1853)",Lepidoptera,Arthropoda,Animalia,Ochlodes,Insecta,Hesperiidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_48,Koninginnenpage,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Papilio machaon Linnaeus, 1758",Lepidoptera,Arthropoda,Animalia,Papilio,Insecta,Papilionidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_49,Bont zandoogje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Pararge aegeria (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Pararge,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_5,Koevinkje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Aphantopus hyperantus (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Aphantopus,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_50,Gentiaanblauwtje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Maculinea alcon (Denis & SchiffermÃ¼ller), 1776",Lepidoptera,Arthropoda,Animalia,Maculinea,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Endangered (EN),native,Endangered (EN)
INBO_RL_BUT_1996_VAL_51,Pimpernelblauwtje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Maculinea teleius (Bergstrasser, 1779)",Lepidoptera,Arthropoda,Animalia,Maculinea,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_52,Groot koolwitje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Pieris brassicae (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Pieris,Insecta,Pieridae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_53,Klein geaderd witje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Pieris napi (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Pieris,Insecta,Pieridae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_54,Klein koolwitje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Pieris rapae (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Pieris,Insecta,Pieridae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_55,Heideblauwtje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Plebeius argus (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Plebejus,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native,Vulnerable (VU)
INBO_RL_BUT_1996_VAL_56,Vals heideblauwtje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Plebeius idas (Linnaeus, 1761)",Lepidoptera,Arthropoda,Animalia,Lycaeides,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_57,Gehakkelde aurelia,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Polygonia c-album (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Polygonia,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_58,Icarusblauwtje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Polyommatus Latreille, 1804",Lepidoptera,Arthropoda,Animalia,Polyommatus,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_59,Bretons spikkeldikkopje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Pyrgus armoricanus (OberthÃ¼r, 1910)",Lepidoptera,Arthropoda,Animalia,Pyrgus,Insecta,Hesperiidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_6,Groot geaderd witje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Aporia crataegi (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Aporia,Insecta,Pieridae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Uitgestorven in Vlaanderen,native,Uitgestorven in Vlaanderen
INBO_RL_BUT_1996_VAL_60,Aardbeivlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Pyrgus malvae (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Pyrgus,Insecta,Hesperiidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Endangered (EN),native,Endangered (EN)
INBO_RL_BUT_1996_VAL_61,Oranje zandoogje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Pyronia tithonus (Linnaeus, 1771)",Lepidoptera,Arthropoda,Animalia,Pyronia,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_62,Bruine eikenpage,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Satyrium ilicis (Esper, 1779)",Lepidoptera,Arthropoda,Animalia,Nordmannia,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native,Vulnerable (VU)
INBO_RL_BUT_1996_VAL_63,Iepenpage,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Satyrium w-album (Knoch, 1782)",Lepidoptera,Arthropoda,Animalia,Satyrium,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Data Deficient (DD),native,Data Deficient (DD)
INBO_RL_BUT_1996_VAL_64,Sleedoornpage,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Thecla betulae (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Thecla,Insecta,Lycaenidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Endangered (EN),native,Endangered (EN)
INBO_RL_BUT_1996_VAL_65,Zwartsprietdikkopje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Thymelicus lineola (Ochsenheimer, 1808)",Lepidoptera,Arthropoda,Animalia,Thymelicus,Insecta,Hesperiidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_66,Geelsprietdikkopje,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Thymelicus sylvestris (Poda, 1761)",Lepidoptera,Arthropoda,Animalia,Thymelicus,Insecta,Hesperiidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BUT_1996_VAL_67,Atalanta,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Vanessa atalanta (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Vanessa,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Niet geëvalueerd,native,Niet geëvalueerd
INBO_RL_BUT_1996_VAL_68,Distelvlinder,Maes_VanDyck_1999,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Vanessa cardui (Linnaeus, 1758)",Lepidoptera,Arthropoda,Animalia,Vanessa,Insecta,Nymphalidae,,1996,Maes_VanDyck_1999,Flanders,BE,ISO_3166-2:BE-VLG,Niet geëvalueerd,native,Niet geëvalueerd
