taxonID,vernacularName,references,license,datasetID,scientificName,order,phylum,kingdom,genus,class,family,occurrenceRemarks,eventDate,source,locality,countryCode,locationID,threatStatus,establishmentMeans,status
INBO_RL_AMP_2013_VAL_9,Knoflookpad,Jooris_etal_2012,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Pelobates fuscus (Laurenti, 1768)",Anura,Chordata,Animalia,Pelobates,Amphibia,Pelobatidae,"A2c;B2a(i,ii)b(ii,iii)c(iv);C1,C2a(i)",2013,Jooris_etal_2012,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BIR_2004_VAL_1,Havik,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Accipiter gentilis (Linnaeus, 1758)",Accipitriformes,Chordata,Animalia,Accipiter,Aves,Accipitridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_10,Carolina-eend,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Aix sponsa (Linnaeus, 1758)",Anseriformes,Chordata,Animalia,Aix,Aves,Anatidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native,Niet-inheemse broedvogel
INBO_RL_BIR_2004_VAL_100,Gaai,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Garrulus glandarius (Linnaeus, 1758)",Passeriformes,Chordata,Animalia,Garrulus,Aves,Corvidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_101,Scholekster,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Haematopus ostralegus Linnaeus, 1758",Charadriiformes,Chordata,Animalia,Haematopus,Aves,Haematopodidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_102,Steltkluut,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Himantopus himantopus (Linnaeus, 1758)",Charadriiformes,Chordata,Animalia,Himantopus,Aves,Recurvirostridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BIR_2004_VAL_103,Spotvogel,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Hippolais icterina (Vieillot, 1817)",Passeriformes,Chordata,Animalia,Hippolais,Aves,Acrocephalidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_104,Orpheusspotvogel,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Hippolais polyglotta (Vieillot, 1817)",Passeriformes,Chordata,Animalia,Hippolais,Aves,Acrocephalidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native,Onregelmatige broedvogel
INBO_RL_BIR_2004_VAL_105,Boerenzwaluw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Hirundo rustica Linnaeus, 1758",Passeriformes,Chordata,Animalia,Hirundo,Aves,Hirundinidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BIR_2004_VAL_106,Woudaap,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Ixobrychus minutus (Linnaeus, 1766)",Pelecaniformes,Chordata,Animalia,Ixobrychus,Aves,Ardeidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BIR_2004_VAL_107,Draaihals,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Jynx torquilla Linnaeus, 1758",Piciformes,Chordata,Animalia,Jynx,Aves,Picidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BIR_2004_VAL_108,Grauwe klauwier,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Lanius collurio Linnaeus, 1758",Passeriformes,Chordata,Animalia,Lanius,Aves,Laniidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BIR_2004_VAL_109,Klapekster,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Lanius excubitor Linnaeus, 1758",Passeriformes,Chordata,Animalia,Lanius,Aves,Laniidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BIR_2004_VAL_11,Veldleeuwerik,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Alauda arvensis Linnaeus, 1758",Passeriformes,Chordata,Animalia,Alauda,Aves,Alaudidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native,Vulnerable (VU)
INBO_RL_BIR_2004_VAL_110,Roodkopklauwier,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Lanius senator Linnaeus, 1758",Passeriformes,Chordata,Animalia,Lanius,Aves,Laniidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BIR_2004_VAL_111,Pontische meeuw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Larus cachinnans Pallas, 1811",Charadriiformes,Chordata,Animalia,Larus,Aves,Laridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_112,Stormmeeuw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Larus canus Linnaeus, 1758",Charadriiformes,Chordata,Animalia,Larus,Aves,Laridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BIR_2004_VAL_113,Kleine mantelmeeuw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Larus fuscus Linnaeus, 1758",Charadriiformes,Chordata,Animalia,Larus,Aves,Laridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native,Vulnerable (VU)
INBO_RL_BIR_2004_VAL_114,Grote mantelmeeuw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Larus marinus Linnaeus, 1758",Charadriiformes,Chordata,Animalia,Larus,Aves,Laridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native,Onregelmatige broedvogel
INBO_RL_BIR_2004_VAL_115,Zwartkopmeeuw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Larus melanocephalus Temminck, 1820",Charadriiformes,Chordata,Animalia,Ichthyaetus,Aves,Laridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_116,Geelpootmeeuw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Larus michahellis J.F.Naumann, 1840",Charadriiformes,Chordata,Animalia,Larus,Aves,Laridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native,Onregelmatige broedvogel
INBO_RL_BIR_2004_VAL_117,Kokmeeuw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Larus ridibundus Linnaeus, 1766",Charadriiformes,Chordata,Animalia,Chroicocephalus,Aves,Laridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_118,Grutto,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Limosa limosa (Linnaeus, 1758)",Charadriiformes,Chordata,Animalia,Limosa,Aves,Scolopacidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_119,Snor,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Locustella luscinioides (Savi, 1824)",Passeriformes,Chordata,Animalia,Locustella,Aves,Locustellidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BIR_2004_VAL_12,IJsvogel,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Alcedo atthis (Linnaeus, 1758)",Coraciiformes,Chordata,Animalia,Alcedo,Aves,Alcedinidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_120,Sprinkhaanzanger,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Locustella naevia (Boddaert, 1783)",Passeriformes,Chordata,Animalia,Locustella,Aves,Locustellidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_121,Kruisbek,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Loxia curvirostra Linnaeus, 1758",Passeriformes,Chordata,Animalia,Loxia,Aves,Fringillidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Data Deficient (DD),native,Data Deficient (DD)
INBO_RL_BIR_2004_VAL_122,Grote kruisbek,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Loxia pytyopsittacus von Borkhausen, 1793",Passeriformes,Chordata,Animalia,Loxia,Aves,Fringillidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native,Onregelmatige broedvogel
INBO_RL_BIR_2004_VAL_123,Boomleeuwerik,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Lullula arborea (Linnaeus, 1758)",Passeriformes,Chordata,Animalia,Lullula,Aves,Alaudidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native,Vulnerable (VU)
INBO_RL_BIR_2004_VAL_124,Nachtegaal,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Luscinia megarhynchos C.L.Brehm, 1831",Passeriformes,Chordata,Animalia,Luscinia,Aves,Muscicapidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native,Vulnerable (VU)
INBO_RL_BIR_2004_VAL_125,Blauwborst,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Luscinia svecica (Linnaeus, 1758)",Passeriformes,Chordata,Animalia,Luscinia,Aves,Muscicapidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_126,Bijeneter,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Merops apiaster Linnaeus, 1758",Coraciiformes,Chordata,Animalia,Merops,Aves,Meropidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native,Onregelmatige broedvogel
INBO_RL_BIR_2004_VAL_127,Zwarte wouw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Milvus migrans (Boddaert, 1783)",Accipitriformes,Chordata,Animalia,Milvus,Aves,Accipitridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native,Onregelmatige broedvogel
INBO_RL_BIR_2004_VAL_128,Rode wouw,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Milvus milvus (Linnaeus, 1758)",Accipitriformes,Chordata,Animalia,Milvus,Aves,Accipitridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BIR_2004_VAL_129,Witte kwikstaart,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Motacilla alba Linnaeus, 1758",Passeriformes,Chordata,Animalia,Motacilla,Aves,Motacillidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_13,Nijlgans,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Alopochen aegyptiacus (Linnaeus, 1766)",Anseriformes,Chordata,Animalia,Alopochen,Aves,Anatidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Niet-inheemse broedvogel,native,Niet-inheemse broedvogel
INBO_RL_BIR_2004_VAL_130,Grote gele kwikstaart,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Motacilla cinerea Tunstall, 1771",Passeriformes,Chordata,Animalia,Motacilla,Aves,Motacillidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_131,Gele kwikstaart,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Motacilla flava Linnaeus, 1758",Passeriformes,Chordata,Animalia,Motacilla,Aves,Motacillidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BIR_2004_VAL_132,Grauwe vliegenvanger,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Muscicapa striata (Pallas, 1764)",Passeriformes,Chordata,Animalia,Muscicapa,Aves,Muscicapidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_133,Krooneend,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Netta rufina (Pallas, 1773)",Anseriformes,Chordata,Animalia,Netta,Aves,Anatidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native,Onregelmatige broedvogel
INBO_RL_BIR_2004_VAL_134,Notenkraker,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Nucifraga caryocatactes (Linnaeus, 1758)",Passeriformes,Chordata,Animalia,Nucifraga,Aves,Corvidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native,Onregelmatige broedvogel
INBO_RL_BIR_2004_VAL_135,Wulp,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Numenius arquata (Linnaeus, 1758)",Charadriiformes,Chordata,Animalia,Numenius,Aves,Scolopacidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_136,Kwak,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Nycticorax nycticorax (Linnaeus, 1758)",Pelecaniformes,Chordata,Animalia,Nycticorax,Aves,Ardeidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BIR_2004_VAL_137,Tapuit,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Oenanthe oenanthe (Linnaeus, 1758)",Passeriformes,Chordata,Animalia,Oenanthe,Aves,Muscicapidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Critically Endangered (CR),native,Critically Endangered (CR)
INBO_RL_BIR_2004_VAL_138,Wielewaal,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Oriolus oriolus (Linnaeus, 1758)",Passeriformes,Chordata,Animalia,Oriolus,Aves,Oriolidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Endangered (EN),native,Endangered (EN)
INBO_RL_BIR_2004_VAL_139,Visarend,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Pandion haliaetus (Linnaeus, 1758)",Accipitriformes,Chordata,Animalia,Pandion,Aves,Pandionidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Onregelmatige broedvogel,native,Onregelmatige broedvogel
INBO_RL_BIR_2004_VAL_14,Pijlstaart,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Anas acuta Linnaeus, 1758",Anseriformes,Chordata,Animalia,Anas,Aves,Anatidae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BIR_2004_VAL_140,Baardmannetje,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Panurus biarmicus (Linnaeus, 1758)",Passeriformes,Chordata,Animalia,Panurus,Aves,Panuridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Near Threatened (NT),native,Near Threatened (NT)
INBO_RL_BIR_2004_VAL_141,Zwarte mees,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Parus ater Linnaeus, 1758",Passeriformes,Chordata,Animalia,Periparus,Aves,Paridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_142,Pimpelmees,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Parus caeruleus Linnaeus, 1758",Passeriformes,Chordata,Animalia,Cyanistes,Aves,Paridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_143,Kuifmees,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Parus cristatus Linnaeus, 1758",Passeriformes,Chordata,Animalia,Lophophanes,Aves,Paridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_144,Koolmees,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Parus major Linnaeus, 1758",Passeriformes,Chordata,Animalia,Parus,Aves,Paridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
INBO_RL_BIR_2004_VAL_145,Matkop,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Parus montanus Conrad von Baldenstein, 1827",Passeriformes,Chordata,Animalia,Parus,Aves,Paridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Vulnerable (VU),native,Vulnerable (VU)
INBO_RL_BIR_2004_VAL_146,Glanskop,Devos_etal_2004,http://creativecommons.org/publicdomain/zero/1.0/,https://doi.org/10.15468/8tk3tk,"Parus palustris Linnaeus, 1758",Passeriformes,Chordata,Animalia,Poecile,Aves,Paridae,,2004,Devos_etal_2004,Flanders,BE,ISO_3166-2:BE-VLG,Least Concern (LC),native,Least Concern (LC)
