rightsHolder,accessRights,datasetName,ownerInstitutionCode,taxonRank,status,continent,country,stateProvince,vernacularName,kingdom,scientificName,scientificNameAuthorship
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Grote weerschijnvlinder,Animalia,Apatura iris,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Klaverblauwtje,Animalia,Cyaniris semiargus,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Bruin dikkopje,Animalia,Erynnis tages,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Moerasparelmoervlinder,Animalia,Euphydryas aurinia,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Kommavlinder,Animalia,Hesperia comma,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Heivlinder,Animalia,Hipparchia semele,"(Linnaeus, 1758)"
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Argusvlinder,Animalia,Lasiommata megera,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Veldparelmoervlinder,Animalia,Melitaea cinxia,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Gentiaanblauwtje,Animalia,Phengaris alcon,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Aardbeivlinder,Animalia,Pyrgus malvae,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Oranje zandoogje,Animalia,Pyronia tithonus,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Bruine eikenpage,Animalia,Satyrium ilicis,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Vroege glazenmaker,Animalia,Aeshna isoceles,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Bosbeekjuffer,Animalia,Calopteryx virgo,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Speerwaterjuffer,Animalia,Coenagrion hastulatum,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Maanwaterjuffer,Animalia,Coenagrion lunulatum,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Variabele waterjuffer,Animalia,Coenagrion pulchellum,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Beekrombout,Animalia,Gomphus vulgatissimus,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Sierlijke witsnuitlibel,Animalia,Leucorrhinia caudalis,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Gevlekte witsnuitlibel,Animalia,Leucorrhinia pectoralis,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Hoogveenglanslibel,Animalia,Somatochlora arctica,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Rivierrombout,Animalia,Stylurus flavipes,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Kempense heidelibel,Animalia,Sympetrum depressiusculum,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Gladde slang,Animalia,Coronella austriaca,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Gerande oeverspin,Animalia,Dolomedes fimbriatus,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Lentevuurspin,Animalia,Eresus sandaliatus,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Zadelsprinkhaan,Animalia,Ephippiger diurnus,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Schavertje,Animalia,Stenobothrus stigmaticus,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Kruipend moerasscherm,Plantae,Apium repens,(Jacq.) Lag.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Fijn goudscherm,Plantae,Bupleurum tenuissimum,L.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Ronde zegge,Plantae,Carex diandra,Schrank
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Moerassmele,Plantae,Deschampsia setacea,(Huds.) Hack.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Kleine wolfsklauw,Plantae,Diphasiastrum tristachyum,(Pursh) Holub
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Slank wollegras,Plantae,Eriophorum gracile,Koch ex Roth
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Duingentiaan,Plantae,Gentianella uliginosa,(Willd.) Börner
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Gesteelde zoutmelde,Plantae,Halimione pedunculata,(L.) Aell.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Veenmosorchis,Plantae,Hammarbya paludosa,(L.) O. Kuntze
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Honingorchis,Plantae,Herminium monorchis,(L.) R. Brown
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Koprus,Plantae,Juncus capitatus,Weigel
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Groenknolorchis,Plantae,Liparis loeselii,(L.) L.C.M. Rich.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Drijvende waterweegbree,Plantae,Luronium natans,(L.) Rafin.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Polei,Plantae,Mentha pulegium,L.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Harlekijn,Plantae,Orchis morio,L.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Purperorchis,Plantae,Orchis purpurea,Huds.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Grote bremraap,Plantae,Orobanche rapum-genistae,Thuill.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Welriekende nachtorchis,Plantae,Platanthera bifolia,(L.) L.C.M. Rich.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Spits fonteinkruid,Plantae,Potamogeton acutifolius,Link
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Weegbreefonteinkruid,Plantae,Potamogeton coloratus,Hornem.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Plat fonteinkruid,Plantae,Potamogeton compressus,L.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Witte waterranonkel,Plantae,Ranunculus ololeucos,Lloyd
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Stekende bies,Plantae,Schoenoplectus pungens,(Vahl) Palla
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Driekantige bies,Plantae,Schoenoplectus triqueter,(L.) Palla
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Kleine schorseneer,Plantae,Scorzonera humilis,L.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Krabbenscheer,Plantae,Stratiotes aloides,L.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Klimopklokje,Plantae,Wahlenbergia hederacea,(L.) Reichenb.
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Europese bever,Animalia,Castor fiber,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Europese hamster,Animalia,Cricetus cricetus,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Veldspitsmuis,Animalia,Crocidura leucodon,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Europese otter,Animalia,Lutra lutra,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Das,Animalia,Meles meles,NULL
INBO,http://www.inbo.be/en/norms-for-data-use,Prioritaire soorten Vlaanderen,INBO,species,Prioritaire soort Vlaanderen,Europe,Belgium,Flanders,Hazelmuis,Animalia,Muscardinus avellanarius,NULL
